x,date,epsActual,epsEstimate,hour,quarter,revenueActual,revenueEstimate,symbol,year
18197,30/07/2020,-0.12,-0.6426,amc,2,277998000,259900899,SGEN,2020
18200,30/07/2020,-0.45,-0.3774,amc,2,91786000,94476199,SHAK,2020
18201,30/07/2020,0.58,0.312885,bmo,2,169526000,158948999,SHEN,2020
18204,30/07/2020,0.06,0.0568038,bmo,2,1874000000,1918349999,SIRI,2020
18205,30/07/2020,-0.51,-0.1938,amc,2,350039000,334838349,SKYW,2020
18206,30/07/2020,-0.15,-0.515,amc,2,169632000,295639050,SM,2020
18207,30/07/2020,0.54,0.2754,bmo,2,26664000,22796899,SMMF,2020
18208,30/07/2020,0.26,0.1986858,bmo,2,1033000000,1035299999,SNDR,2020
18209,30/07/2020,0.78,0.69113,bmo,2,4620000000,4983649999,SO,2020
18210,30/07/2020,-0.16,-0.1818,amc,2,9339000,11723249,SOI,2020
18211,30/07/2020,0.37,0.316608,amc,2,75573000,75465250,SPSC,2020
18212,30/07/2020,0.64,0.4692,amc,2,373200000,0,SPXC,2020
18213,30/07/2020,0.08,0,amc,4,197809000,0,SPXCY,2020
18215,30/07/2020,0.89,0.1212,amc,2,216904000,214540549,SSB,2020
18217,30/07/2020,0.34,0.306,bmo,2,85372000,85777649,STBA,2020
18218,30/07/2020,1.6,1.2410072,bmo,2,3147000000,3156649999,SWK,2020
18219,30/07/2020,0,-0.0303,amc,2,410000000,569252600,SWN,2020
18220,30/07/2020,0.64,0.5514196,amc,2,2764000000,2628849999,SYK,2020
18221,30/07/2020,0.18,0.017675,bmo,1,910664000,900233949,TAL,2021
18222,30/07/2020,1.55,0.6859213,bmo,2,2503000000,2486749999,TAP,2020
18223,30/07/2020,0.35,0.2856,amc,2,50246000,40092499,TBBK,2020
18224,30/07/2020,0.47,0.4386,amc,2,16227000,0,TBNK,2020
18226,30/07/2020,0.02,0,amc,1,102344000,0,TDW,2021
18227,30/07/2020,0.25,0.2099262,amc,4,430476000,416870649,TEAM,2020
18229,30/07/2020,0.13,0,bmo,2,11387000000,0,TEF,2020
18230,30/07/2020,-0.05,-0.606,amc,2,690500000,656095999,TEX,2020
18231,30/07/2020,1.93,1.2669339,bmo,2,567034000,545958350,TFX,2020
18232,30/07/2020,-1.14,0.3366,bmo,2,970000000,1431149999,TIGO,2020
18233,30/07/2020,0.8,0.495975,bmo,2,1526700000,1583399999,TMHC,2020
18234,30/07/2020,0.96,0.179275,bmo,2,214000000,228222749,TNC,2020
18235,30/07/2020,-0.45,-0.2448,amc,2,109236000,88457249,TNDM,2020
18238,30/07/2020,0.02,1.1413,bmo,2,25730000000,39838749999,TOT,2020
18239,30/07/2020,3.56,6.6357,amc,2,54568000,0,TPL,2020
18241,30/07/2020,0.68,0,bmo,2,665200000,624499049,TPX,2020
18243,30/07/2020,0.98,0.6767,bmo,2,2228000000,2415700000,TRP,2020
18244,30/07/2020,0.43,0.3164633,bmo,2,199550000,185887099,TRS,2020
18245,30/07/2020,0.97,0,bmo,1,2865000000,0,TTDKY,2021
18246,30/07/2020,-0.33,-0.4284,amc,2,60109000,73333750,TUSK,2020
18247,30/07/2020,0.3,0.3018621,bmo,2,212107000,215545399,TW,2020
18248,30/07/2020,-0.34,-0.3978,amc,2,182687000,177178399,TWOU,2020
18249,30/07/2020,0.13,-0.0808,bmo,2,2472000000,2385250000,TXT,2020
18250,30/07/2020,-0.48,-0.204,bmo,2,7004000,4059999,TZOO,2020
18253,30/07/2020,0.13,0,bmo,2,28560000,0,ULBI,2020
18255,30/07/2020,0.23,0.06565,amc,2,257980000,258824999,ULH,2020
18257,30/07/2020,0.03,0,bmo,2,76008000,0,UONE,2020
18258,30/07/2020,0.03,0,bmo,2,76008000,0,UONEK,2020
18259,30/07/2020,2.13,1.0918605,bmo,2,20459000000,17742200000,UPS,2020
18261,30/07/2020,0.21,0.2188367,bmo,2,83900000,90274099,UTL,2020
18262,30/07/2020,-1.44,-2.2042,bmo,2,371000000,421630999,VC,2020
18264,30/07/2020,-0.22,-0.2448,amc,2,20704000,20908999,VCYT,2020
18269,30/07/2020,-1.25,-1.414,bmo,2,10397000000,16179099999,VLO,2020
18270,30/07/2020,-0.18,-0.1632,amc,2,14224000,6932449,VRAY,2020
18271,30/07/2020,0.2,0.1428,amc,1,301064000,291223800,VRTU,2021
18272,30/07/2020,2.61,2.115429,amc,2,1524000000,1410849999,VRTX,2020
18275,30/07/2020,1.21,1.409051,bmo,2,347084000,354245149,WEX,2020
18276,30/07/2020,1.8,1.6670166,bmo,2,2113000000,2080749999,WLTW,2020
18277,30/07/2020,0.88,0.8218061,bmo,2,3561000000,3572799999,WM,2020
18278,30/07/2020,2.24,-0.0816,bmo,1,123867000,142780050,WRLD,2021
18279,30/07/2020,-0.09,-0.0714,amc,2,833000,751099,WRTC,2020
18280,30/07/2020,0.45,0.1414909,amc,2,223400000,231825999,WWE,2020
18281,30/07/2020,-1.11,-0.8568,bmo,2,343000000,351453899,WYND,2020
18282,30/07/2020,-2.67,-2.8764,amc,2,2091000000,1867599999,X,2020
18283,30/07/2020,0.54,0.4751646,bmo,2,2586000000,2699899999,XEL,2020
18284,30/07/2020,-0.76,-0.7344,bmo,2,0,0,XFOR,2020
18285,30/07/2020,-0.46,0,bmo,2,14825000,24258499,XHR,2020
18286,30/07/2020,0.65,0.591702,amc,1,726673000,736514449,XLNX,2021
18287,30/07/2020,-0.63,-0.7373,amc,2,3502000000,3430699999,XPO,2020
18288,30/07/2020,0.4,0.2547725,bmo,2,1160000000,1106350000,XYL,2020
18290,30/07/2020,0.82,0.5309974,bmo,2,1198000000,1207850000,YUM,2020
18291,30/07/2020,0.14,0.0950814,amc,2,246664000,244158249,ZEN,2020
18722,31/07/2020,2.34,2.2328718,bmo,2,10425000000,10231199999,ABBV,2020
18723,31/07/2020,0.46,0.275225,bmo,2,41778000,35017500,ABR,2020
18730,31/07/2020,1.96,1.9487647,bmo,2,2497000000,2588249999,AON,2020
18732,31/07/2020,-0.09,0,bmo,2,2762000000,0,ASGLY,2020
18733,31/07/2020,0.41,0.3162,bmo,2,233022000,285519500,ASIX,2020
18734,31/07/2020,0.11,0.0707,bmo,2,3592000000,3522049999,ASX,2020
18736,31/07/2020,-0.36,-0.3162,bmo,2,123694000,111680449,ATRO,2020
18737,31/07/2020,-1.79,-2.0099,bmo,2,515300000,446650749,AXL,2020
18738,31/07/2020,0.93,0.8675193,bmo,1,1956000000,1999549999,BAH,2021
18740,31/07/2020,0.85,0.54338,amc,2,1243000000,1197700000,BCC,2020
18741,31/07/2020,0.85,0.5712,bmo,2,173355000,163770249,BCPC,2020
18742,31/07/2020,0.43,-0.2369,bmo,2,121172000,111649999,BELFA,2020
18743,31/07/2020,0.46,-0.309,bmo,2,121172000,109873749,BELFB,2020
18744,31/07/2020,1.52,1.1704806,bmo,3,2910000000,3024699999,BERY,2020
18750,31/07/2020,1.03,0.6499552,bmo,2,9997000000,9520700000,CAT,2020
18751,31/07/2020,1.31,1.2546,bmo,2,296900000,301373800,CBOE,2020
18752,31/07/2020,0.35,0.4327758,bmo,2,5381000000,5115599999,CBRE,2020
18754,31/07/2020,0.77,0.63731,bmo,2,1194000000,1167250000,CHD,2020
18755,31/07/2020,3.63,2.5073028,bmo,2,11696000000,11773999999,CHTR,2020
18757,31/07/2020,-3.44,0,bmo,1,1197000000,0,CJPRY,2021
18758,31/07/2020,0.74,0.7146964,bmo,2,3897000000,3836699999,CL,2020
18759,31/07/2020,0.46,0.50592,bmo,2,36570000,36225350,CPLP,2020
18761,31/07/2020,0.16,0.0673367,bmo,2,84197000,90355299,CTS,2020
18763,31/07/2020,-1.59,-0.9292,bmo,2,13494000000,22431499999,CVX,2020
18764,31/07/2020,0.82,0.725781,bmo,2,3585000000,3522049999,D,2020
18767,31/07/2020,1.19,0,bmo,2,4317000000,0,DSDVY,2020
18768,31/07/2020,0.11,0,bmo,1,1196000000,0,DSEEY,2020
18769,31/07/2020,0.45,0,bmo,1,2204000000,0,DSNKY,2020
18771,31/07/2020,-0.16,0,bmo,1,23256000,0,DTEA,2020
18772,31/07/2020,0.02,0,bmo,2,1286000000,0,EBKDY,2020
18777,31/07/2020,0.38,0,bmo,2,48833000,0,EML,2020
18780,31/07/2020,0,-0.4444,bmo,2,0,622245749,ERJ,2020
18783,31/07/2020,0.42,0,bmo,2,7600000,0,FBSS,2020
18785,31/07/2020,-0.72,0.612,bmo,2,12893000000,17600100000,FCAU,2020
18790,31/07/2020,-0.32,-0.3876,bmo,2,0,0,GLYC,2020
18793,31/07/2020,-2.08,0.0707,bmo,2,66658000,134964550,GOL,2020
18795,31/07/2020,-1.87,-2.1321,bmo,2,2144000000,1898049999,GT,2020
18796,31/07/2020,1.95,1.4757413,bmo,3,767500000,760630849,HRC,2020
18798,31/07/2020,-0.78,0,bmo,2,816063000,0,ICAGY,2020
18799,31/07/2020,1.72,1.2078228,bmo,2,637592000,598829700,IDXX,2020
18801,31/07/2020,-0.14,-0.1734,bmo,2,15025000,14808849,IMGN,2020
18803,31/07/2020,-0.52,0.404,bmo,2,2676000000,9378600000,IMO,2020
18806,31/07/2020,0.075,0,bmo,2,334736000,0,ITCB,2020
18808,31/07/2020,0.57,0.3818608,bmo,2,514700000,524359149,ITT,2020
18809,31/07/2020,1.01,0.7081615,bmo,2,2564000000,2364950000,ITW,2020
18812,31/07/2020,0.67,0.4862039,bmo,3,5343000000,5206949999,JCI,2020
18813,31/07/2020,1.27,1.632,bmo,3,138390000,0,JOUT,2020
18814,31/07/2020,0.74,0,bmo,1,11557000000,0,KDDIY,2020
18816,31/07/2020,-0.09,-0.3774,bmo,2,36926000,32530749,KVHI,2020
18818,31/07/2020,0.67,0.4099388,bmo,2,542914000,510078099,LAZ,2020
18819,31/07/2020,2.83,2.6446547,bmo,2,4445000000,4526900000,LHX,2020
18823,31/07/2020,0.68,0.655389,bmo,2,5546000000,5744899999,LYB,2020
18825,31/07/2020,0.04,0,bmo,1,7773000000,0,MFG,2020
18826,31/07/2020,0.34,0,bmo,1,14152000000,0,MITSY,2021
18828,31/07/2020,0.58,0,bmo,1,3039000000,0,MRAAY,2020
18829,31/07/2020,1.37,1.0515615,bmo,2,10872000000,10545849999,MRK,2020
18831,31/07/2020,0.55,0.5202,amc,2,35277000,0,MSEX,2020
18832,31/07/2020,-0.98,0,bmo,1,3503000000,0,MZDAY,2021
18833,31/07/2020,1.36,0.82416,amc,2,1066000000,0,NGHC,2020
18834,31/07/2020,0.07,0.0404,bmo,2,5608000000,5785499999,NOK,2020
18836,31/07/2020,0.29,0.2424,bmo,2,447200000,442702399,NVT,2020
18838,31/07/2020,0.3,0.1631655,bmo,2,2111000000,2060449999,NWL,2020
18839,31/07/2020,0.19,0.20705,bmo,2,10981000,11845049,OFS,2020
18841,31/07/2020,0.03,-0.0612,bmo,2,17284000,17255000,OIIM,2020
18842,31/07/2020,0.23,0,bmo,1,29700000,0,OXLC,2021
18843,31/07/2020,-3.19,-3.0098,bmo,2,2516000000,3329199999,PBF,2020
18844,31/07/2020,0.62,0.491028,bmo,2,89129000,90791749,PBFX,2020
18845,31/07/2020,-0.25,0,bmo,2,780822000,0,PBSFY,2020
18846,31/07/2020,-0.03,0,amc,2,10095000,0,PDLB,2020
18847,31/07/2020,0.79,0.6092825,bmo,2,2050000000,2334500000,PEG,2020
18848,31/07/2020,1.03,0,amc,2,23929000,0,PFIS,2020
18849,31/07/2020,-0.07,-0.1326,bmo,2,272485000,255008599,PINS,2020
18850,31/07/2020,1.93,1.20564,bmo,2,292438000,240595599,PIPR,2020
18851,31/07/2020,0.55,0.4831133,bmo,2,357649000,350296799,PNM,2020
18852,31/07/2020,0.43,0.3156856,bmo,2,469000000,462677599,POR,2020
18855,31/07/2020,-0.74,-0.9292,bmo,2,11183000000,15600549999,PSX,2020
18856,31/07/2020,1.05,0.7530966,bmo,2,430000000,371307299,PSXP,2020
18859,31/07/2020,0.09,0,bmo,2,2947000000,0,RBS,2020
18860,31/07/2020,-0.48,-0.5406,bmo,2,28417000,28937649,RUTH,2020
18863,31/07/2020,0.96,0.46965,dmh,2,11933000,0,SAL,2020
18865,31/07/2020,0.28,0.24442,bmo,2,13841000,14747949,SCM,2020
18866,31/07/2020,-0.01,0,bmo,1,1797000000,0,SEKEY,2020
18868,31/07/2020,0.32,0.3417,bmo,2,120000000,139024550,SHLX,2020
18869,31/07/2020,-0.09,-0.5202,bmo,2,172537000,145723550,SLCA,2020
18870,31/07/2020,1.91,1.8504614,bmo,2,724300000,715544549,SNA,2020
18873,31/07/2020,1.36,0.93425,bmo,3,984300000,942183899,SPB,2020
18874,31/07/2020,0.71,0.22725,bmo,2,118524000,115588199,SRC,2020
18879,31/07/2020,-0.16,0,bmo,2,315208000,514117799,TAC,2020
18880,31/07/2020,1.14,105.04,bmo,1,7458000000,0,TAK,2020
18881,31/07/2020,0.59,0.6171,amc,2,17483000,0,TCFC,2020
18885,31/07/2020,0.87,0.6255966,dmh,2,44671000,0,THFF,2020
18888,31/07/2020,-0.31,-0.4223,bmo,2,707640000,566897800,UA,2020
18889,31/07/2020,-0.31,0,bmo,2,707640000,0,UAA,2020
18890,31/07/2020,-0.38,-0.5151,bmo,2,0,0,UBX,2020
18894,31/07/2020,-0.04,0,bmo,2,184000,0,VBIV,2020
18895,31/07/2020,-0.57,-0.6767,bmo,1,1076000000,994923299,VFC,2021
18897,31/07/2020,0.05,0.039678,bmo,2,58126000,59844399,WETF,2020
18898,31/07/2020,-3.73,0,bmo,1,1519000000,0,WJRYY,2021
18899,31/07/2020,1.14,0.45955,bmo,2,283647000,292857950,WPC,2020
18900,31/07/2020,0.11,0.004944,bmo,2,1631000000,1441299999,WY,2020
18901,31/07/2020,-0.7,-0.6262,bmo,2,32605000000,38732400000,XOM,2020
19244,06/08/2020,0.34,0.38148,bmo,2,125596000,136091200,AAON,2020
19247,06/08/2020,-0.17,-0.1734,bmo,2,379000000,3247999,ACEL,2020
19252,06/08/2020,-0.18,0,amc,2,152286000,0,AE,2020
19253,06/08/2020,-1.05,-0.816,amc,2,18033000,17711750,AERI,2020
19254,06/08/2020,-0.15,0,bmo,2,68000,0,AEZS,2020
19255,06/08/2020,-0.28,-0.2754,bmo,2,26945000,9469950,AGEN,2020
19259,06/08/2020,-1.38,-1.7238,bmo,2,1912000,1299199,ALBO,2020
19262,06/08/2020,0.25,0,bmo,3,26122000,0,ALCO,2020
19263,06/08/2020,-0.25,-0.3468,bmo,2,0,0,ALDX,2020
19265,06/08/2020,-5.44,-4.2218,amc,2,18900000,13743099,AMC,2020
19266,06/08/2020,0.16,0.1384242,amc,2,85806000,87919299,AMPH,2020
19269,06/08/2020,0.69,1.01745,bmo,2,48470000,49663949,ANIP,2020
19270,06/08/2020,-0.72,-0.6834,amc,3,431516,811999,APDN,2020
19271,06/08/2020,-0.11,0,amc,2,2950,0,AQB,2020
19272,06/08/2020,-0.28,0,bmo,2,1836000,0,ARDX,2020
19273,06/08/2020,-0.76,-0.5814,bmo,2,91008000,77261800,ASPS,2020
19274,06/08/2020,-0.41,-0.3672,bmo,2,40172000,25841899,ATNX,2020
19275,06/08/2020,4.68,0,amc,2,37968000,0,ATRI,2020
19276,06/08/2020,0.01,0,bmo,2,32384000,30835699,ATRS,2020
19277,06/08/2020,-0.62,-0.7242,bmo,2,293000,446599,AUTL,2020
19279,06/08/2020,0.13,0.1111,amc,2,104555000,118379449,AVD,2020
19288,06/08/2020,0.64,0,amc,2,53220000,0,BFS,2020
19289,06/08/2020,-4.31,0,amc,2,65635000,0,BGNE,2020
19290,06/08/2020,0.46,1.111,bmo,2,1664000000,1816849999,BHC,2020
19291,06/08/2020,-7.81,-3.3966,amc,2,0,913499,BLCM,2020
19292,06/08/2020,-0.01,-0.0306,amc,2,9920000,9713549,BLFS,2020
19296,06/08/2020,0.78,0.45551,amc,2,75725000,104595749,CAI,2020
19298,06/08/2020,-0.23,-0.3468,amc,2,49864,213149,CAPR,2020
19301,06/08/2020,-0.96,-0.8772,bmo,2,1658000,304499,CBIO,2020
19302,06/08/2020,0.05,0,amc,2,124211000,148849750,CBL,2020
19304,06/08/2020,-0.18,0,bmo,2,2281000000,0,CDNAF,2020
19305,06/08/2020,-0.11,-0.1938,amc,2,14967000,11398449,CDXS,2020
19306,06/08/2020,0.02,-0.0102,bmo,2,30037000,24573149,CELH,2020
19307,06/08/2020,-0.18,0,bmo,2,1338000,0,CERC,2020
19309,06/08/2020,0.4,0,bmo,2,342906000,0,CIFAF,2020
19313,06/08/2020,-0.5,-0.5916,amc,2,236000,811999,CLDX,2020
19314,06/08/2020,-0.25,-0.2244,bmo,2,453700000,469346149,CLMT,2020
19315,06/08/2020,-0.41,-0.7038,bmo,2,6387000,0,CNCE,2020
19318,06/08/2020,-0.17,-0.2142,amc,1,14193000,14291199,CPST,2021
19319,06/08/2020,0.56,0.6415015,bmo,2,1733000000,1684899999,CQP,2020
19320,06/08/2020,-0.52,-0.3978,bmo,2,286346,3034849,CRBP,2020
19324,06/08/2020,-0.38,-0.5858,bmo,2,101477000,109041449,CSU,2020
19328,06/08/2020,0.34,0.1938,amc,2,44168000,42934499,CTRE,2020
19329,06/08/2020,-0.23,-0.6426,amc,2,26369000,21000349,CUTR,2020
19331,06/08/2020,-0.15,-0.1122,amc,2,9389000,9063950,CYRX,2020
19335,06/08/2020,0.26,0.2121,bmo,2,420600000,423153499,DNB,2020
19336,06/08/2020,0,-0.0101,amc,2,2111000,2882599,DNN,2020
19338,06/08/2020,-0.53,-0.2448,amc,2,2668000,5633249,DVAX,2020
19340,06/08/2020,0.12,0.1767966,bmo,2,251401000,275765350,DXPE,2020
19341,06/08/2020,-0.37,0,bmo,2,60824000,103083399,DXYN,2020
19342,06/08/2020,0.6,0.5523787,amc,2,2719000000,2862299999,ED,2020
19344,06/08/2020,-1.73,-1.173,bmo,2,4018000,4821250,EDRY,2020
19346,06/08/2020,0.09,0,amc,2,17974000,0,EGY,2020
19350,06/08/2020,0.02,0.0202,bmo,2,20546000,0,ELA,2020
19353,06/08/2020,0.06,-0.0202,amc,2,296996000,290624950,ELY,2020
19355,06/08/2020,0.26,0.2588556,amc,4,110639000,110797399,EPAY,2020
19359,06/08/2020,0.61,0,bmo,2,83524000,0,ESCA,2020
19365,06/08/2020,0.25,0.11985,amc,2,259479000,229755399,EXEL,2020
19366,06/08/2020,-0.09,0,amc,2,3107000,0,FAT,2020
19367,06/08/2020,0.05,0,bmo,2,7041000,0,FCRD,2020
19369,06/08/2020,-0.29,-0.303,amc,2,113300000,111649999,FET,2020
19370,06/08/2020,-0.25,-0.3838,amc,2,14511000,10281949,FLL,2020
19372,06/08/2020,-0.48,-0.7038,amc,2,3424000,4648700,FPRX,2020
19375,06/08/2020,-2.8,-2.0706,amc,2,75974000,57875299,GDEN,2020
19376,06/08/2020,0.29,0,bmo,3,22940000,0,GENC,2020
19378,06/08/2020,-0.06,-0.0612,amc,2,43000,60899,GERN,2020
19383,06/08/2020,0.06,0,bmo,2,76075000,0,GNE,2020
19384,06/08/2020,0.03,0,bmo,2,67028000,17244850,GPL,2020
19386,06/08/2020,-0.01,0,amc,2,30364000,0,GSAT,2020
19390,06/08/2020,0.42,0.3774,bmo,2,79680000,76490400,HEAR,2020
19391,06/08/2020,0.01,0,bmo,2,166355000,157832499,HL,2020
19392,06/08/2020,0.24,0.3366,amc,3,6895000,0,HNNA,2020
19396,06/08/2020,1.12,0.735987,bmo,2,393939000,378391999,IBP,2020
19401,06/08/2020,-0.49,0,amc,2,-4058000,0,IMH,2020
19402,06/08/2020,3.1,0,bmo,3,1190000000,0,IMKTA,2020
19404,06/08/2020,-0.02,0,bmo,2,13863000,0,INOD,2020
19405,06/08/2020,0.05,0,amc,2,13275000,0,INTT,2020
19406,06/08/2020,-0.07,0,amc,2,203311000,0,INWK,2020
19413,06/08/2020,-0.01,0,amc,2,3098000,0,JSDA,2020
19414,06/08/2020,-0.42,-0.4182,bmo,2,833000,740949,KALA,2020
19417,06/08/2020,-0.17,0,amc,2,448000,0,KDMN,2020
19423,06/08/2020,-0.4,-0.4284,amc,2,0,50749,KURA,2020
19424,06/08/2020,-0.04,-0.0408,amc,2,386000,568400,LCTX,2020
19427,06/08/2020,-0.25,1.3802,bmo,2,666193000,1207850000,LIMAF,2020
19428,06/08/2020,-0.13,-0.1122,bmo,1,10507000,11489799,LIVX,2021
19429,06/08/2020,-0.57,0,bmo,2,5805000,0,LJPC,2020
19432,06/08/2020,0.05,-0.153,bmo,3,47722000,41259749,LQDT,2020
19436,06/08/2020,0.26,0.1173,bmo,2,90332000,56078749,MEET,2020
19440,06/08/2020,-0.69,0,bmo,2,2474000,0,MGTX,2020
19441,06/08/2020,0.37,-0.0909,amc,2,2050000000,1887899999,MHK,2020
19443,06/08/2020,-0.02,-0.0204,bmo,2,0,0,MITO,2020
19444,06/08/2020,1.67,0.7752,bmo,1,29941000,0,MLAB,2021
19447,06/08/2020,-0.16,-0.1938,bmo,2,0,0,MRNS,2020
19449,06/08/2020,-0.54,0,amc,2,6056000,0,MRUS,2020
19451,06/08/2020,-0.68,0,amc,2,6909000,0,MTEM,2020
19454,06/08/2020,-0.15,0,bmo,1,370456,0,MXC,2021
19456,06/08/2020,0.01,0,bmo,2,4335000,0,NANX,2020
19457,06/08/2020,-0.14,-0.1632,amc,2,487000,405999,NBRV,2020
19460,06/08/2020,-0.18,-0.2142,amc,2,80157000,78977149,NDLS,2020
19462,06/08/2020,-0.07,-0.0515,amc,2,17585000,18371500,NH,2020
19463,06/08/2020,0.92,0,amc,2,261642000,0,NHC,2020
19465,06/08/2020,-0.45,-0.6936,amc,2,48847000,23141999,NKTR,2020
19467,06/08/2020,-0.11,-0.1938,amc,2,150420000,156472399,NNBR,2020
19468,06/08/2020,1.27,1.2380075,bmo,2,2238000000,0,NRG,2020
19469,06/08/2020,-0.61,-0.7038,bmo,2,16263000,8668100,NTLA,2020
19472,06/08/2020,-0.59,-1.1016,bmo,2,73135000,51501099,OFIX,2020
19473,06/08/2020,0.47,0.1818,amc,2,20861000,0,OLP,2020
19474,06/08/2020,-0.34,0,amc,2,623000,0,ONCT,2020
19477,06/08/2020,0.01,-0.0808,amc,2,11625000,10657499,OSS,2020
19479,06/08/2020,0.12,0.0567528,bmo,2,75505000,73546900,PCRX,2020
19480,06/08/2020,0.19,0.0561,bmo,4,12636000,0,PCSB,2020
19481,06/08/2020,-0.2,0.102,amc,2,5211000,1522499,PDLI,2020
19485,06/08/2020,4.39,2.9531958,amc,2,821634000,671209349,PFSI,2020
19489,06/08/2020,0.15,0,amc,2,1950000000,0,PKIUF,2020
19490,06/08/2020,2.11,0,bmo,2,117629000,0,PLPC,2020
19491,06/08/2020,-0.07,-0.102,bmo,2,68070000,60362049,PLUG,2020
19492,06/08/2020,0,2.1269489,amc,2,0,306093550,PMT,2020
19498,06/08/2020,0.31,0,amc,2,50000000,0,PRNB,2020
19499,06/08/2020,-0.09,0,amc,2,9553000,0,PRQR,2020
19500,06/08/2020,2.53,0.3825,bmo,2,282256000,373580899,PRSC,2020
19501,06/08/2020,-0.66,-0.6222,amc,2,195000,152249,PRTA,2020
19502,06/08/2020,-0.66,-0.5712,bmo,2,254691000,229055049,PRTY,2020
19503,06/08/2020,-0.45,-0.2856,bmo,2,0,0,PRVB,2020
19505,06/08/2020,-0.59,0,amc,2,6217000,0,PTGX,2020
19507,06/08/2020,0.06,0.0476034,bmo,2,7314000,0,PTMN,2020
19509,06/08/2020,-0.13,0,bmo,2,25765000,0,PWFL,2020
19510,06/08/2020,0.33,0.5656,bmo,2,1048000000,1167250000,QSR,2020
19512,06/08/2020,0.7,0.6471799,amc,2,19803000,22614199,RC,2020
19513,06/08/2020,-0.93,0,amc,2,1750000,0,RCUS,2020
19514,06/08/2020,-0.42,-0.3672,amc,2,57389000,52993149,REAL,2020
19516,06/08/2020,-0.03,0,amc,2,532286,376564,REFR,2020
19517,06/08/2020,-1.56,-1.0504,bmo,2,347600000,432491499,REV,2020
19518,06/08/2020,-0.91,-0.9588,amc,2,16566000,22401049,RGNX,2020
19519,06/08/2020,-0.21,0,amc,2,53391000,49146299,RNET,2020
19521,06/08/2020,-1.12,-1.0302,amc,2,299000,456749,RVNC,2020
19522,06/08/2020,-0.09,-0.1836,amc,2,52871000,51927399,SALM,2020
19525,06/08/2020,-0.12,-0.2142,bmo,2,459466000,443250499,SATS,2020
19529,06/08/2020,0.48,0.2083933,bmo,2,97107000,80783849,SCU,2020
19530,06/08/2020,-0.25,-0.0102,bmo,2,0,19031250,SELB,2020
19531,06/08/2020,0.39,0,amc,3,27777000,0,SIF,2020
19532,06/08/2020,0.26,0,amc,2,40349000,0,SIGA,2020
19536,06/08/2020,-0.24,0,amc,2,41878000,0,SMHI,2020
19537,06/08/2020,-0.42,-0.459,amc,2,379000,405999,SNDX,2020
19538,06/08/2020,1.87,0,amc,3,322600000,0,SNEX,2020
19541,06/08/2020,-0.85,-1.1424,amc,2,1727000,3450999,SPRO,2020
19542,06/08/2020,0.03,0,amc,2,11034000,0,SPRT,2020
19547,06/08/2020,-0.16,-0.1836,amc,2,1183000,1552949,SRTS,2020
19548,06/08/2020,-0.6,-0.6528,bmo,2,9469000,8089549,STRO,2020
19549,06/08/2020,-2.59,0,amc,4,42117000,0,STRT,2020
19552,06/08/2020,-0.16,-0.2448,amc,2,0,0,SVRA,2020
19553,06/08/2020,-0.3,-0.357,bmo,2,144062000,145419050,SWIR,2020
19554,06/08/2020,0.48,0.428442,amc,2,262434000,276008950,SWX,2020
19555,06/08/2020,-0.18,-0.1616,amc,2,0,0,SYN,2020
19557,06/08/2020,-0.38,-0.408,bmo,2,3188000,1928499,SYRS,2020
19558,06/08/2020,0.56,0.242602,amc,2,1263000000,1197700000,TDS,2020
19559,06/08/2020,0.42,0,bmo,2,218638000,0,TG,2020
19561,06/08/2020,-0.11,-0.1212,bmo,1,56848000,55418999,THR,2021
19565,06/08/2020,0.92,0.1570247,amc,2,139355000,136882900,TTD,2020
19566,06/08/2020,-0.67,-0.7446,amc,3,21207000,14382549,TWST,2020
19567,06/08/2020,-0.19,-0.1734,bmo,2,10701000,10352999,TXMD,2020
19574,06/08/2020,0.78,0.291688,amc,2,973000000,914251099,USM,2020
19578,06/08/2020,0.08,-0.2958,amc,1,530488000,525455349,VSAT,2021
19581,06/08/2020,-0.1,-0.1734,amc,1,270193000,46689999,VTOL,2021
19582,06/08/2020,-0.49,-0.5712,amc,2,306002000,311503499,VVNT,2020
19583,06/08/2020,-0.12,0,amc,2,523000,0,VXRT,2020
19586,06/08/2020,0,-0.2448,amc,2,13384000,7003499,XENE,2020
19587,06/08/2020,-0.34,-0.5814,amc,2,39752000,30531199,XLRN,2020
19588,06/08/2020,-0.33,0,amc,2,444000,0,XOMA,2020
19591,06/08/2020,-1.01,-0.6936,amc,2,0,0,YMAB,2020
19592,06/08/2020,0.32,0.2856,bmo,2,13320000,0,YORW,2020
20234,07/08/2020,-0.25,-0.2448,bmo,2,1514000,1766099,ABUS,2020
20235,07/08/2020,-0.28,0,bmo,2,2046000,0,ACRS,2020
20236,07/08/2020,1.96,1.2051,bmo,2,2024000000,0,AGESY,2020
20240,07/08/2020,-0.11,0,bmo,2,27274000,0,AHOTF,2020
20242,07/08/2020,0.19,0.0714,bmo,2,165169000,0,AMEH,2020
20244,07/08/2020,-0.28,-0.0306,bmo,2,20617000,25709949,ASRT,2020
20245,07/08/2020,-0.11,0,amc,2,13067000,0,AWX,2020
20248,07/08/2020,-0.12,0,bmo,2,3831000,0,BDR,2020
20249,07/08/2020,-0.14,0,bmo,2,651000000,666854999,BEP,2020
20252,07/08/2020,0.14,0,bmo,2,11493000,0,BOMN,2020
