,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
2012-05-23,17.60868263244629,58.7989616394043,39.58314514160156,144.6440887451172,28.342920303344727,24.135730743408203,20.37714195251465,71.56999969482422,44.209999084472656,196.1199951171875,37.275001525878906,29.110000610351562,20.457143783569336,71.62999725341797,44.459999084472656,196.49000549316406,37.28499984741211,29.399999618530273,19.758214950561523,69.91999816894531,43.810001373291016,193.1999969482422,36.90999984741211,28.639999389648438,19.910715103149414,70.69000244140625,44.2400016784668,195.52999877929688,37.0,29.350000381469727,584897600,4222700,8875700,4100000,18000000,65171000
2012-05-24,17.44697380065918,58.65108871459961,39.7890739440918,144.62197875976562,28.726896286010742,24.102563858032227,20.190000534057617,71.38999938964844,44.439998626708984,196.08999633789062,37.779998779296875,29.06999969482422,20.589284896850586,71.94999694824219,44.61000061035156,196.27999877929688,37.92499923706055,29.299999237060547,20.043928146362305,70.25,44.0099983215332,194.0,37.29999923706055,28.760000228881836,20.56678581237793,71.63999938964844,44.40999984741211,195.99000549316406,37.39500045776367,29.15999984741211,496230000,2942600,9813200,3569300,20204600,52575000
2012-05-25,17.353456497192383,57.50911331176758,39.842796325683594,143.30177307128906,28.6014404296875,24.09426498413086,20.081785202026367,70.0,44.5,194.3000030517578,37.6150016784668,29.059999465942383,20.20892906188965,71.38999938964844,44.959999084472656,196.0,37.845001220703125,29.360000610351562,19.945356369018555,69.66000366210938,44.380001068115234,194.0,37.505001068115234,29.010000228881836,20.163928985595703,71.20999908447266,44.4900016784668,195.11000061035156,37.810001373291016,29.200000762939453,328507200,5163300,8520700,2901900,8999600,29507200
2012-05-29,17.66146469116211,57.837738037109375,40.72023391723633,144.89479064941406,28.688879013061523,24.508832931518555,20.438213348388672,70.4000015258789,45.47999954223633,196.4600067138672,37.72999954223633,29.559999465942383,20.5,70.5,45.5,198.0800018310547,37.8650016784668,29.719999313354492,20.18964195251465,69.75,44.599998474121094,195.22000122070312,37.529998779296875,29.219999313354492,20.389286041259766,70.27999877929688,44.70000076293945,195.22000122070312,37.8650016784668,29.3799991607666,380508800,3973600,10560000,3618500,10533800,37758800
2012-05-30,17.874404907226562,57.00796890258789,40.46953582763672,143.47140502929688,28.536808013916016,24.326425552368164,20.684642791748047,69.38999938964844,45.20000076293945,194.52999877929688,37.529998779296875,29.34000015258789,20.71392822265625,70.08999633789062,45.47999954223633,195.47000122070312,37.625,29.479999542236328,20.234285354614258,69.25,44.86000061035156,193.77000427246094,37.40999984741211,29.1200008392334,20.328571319580078,69.87999725341797,45.02000045776367,194.8000030517578,37.53499984741211,29.350000381469727,529429600,4677600,11208700,3602500,13884600,41585500
2012-05-31,17.82996940612793,57.188720703125,40.9261589050293,142.2692413330078,28.411344528198242,24.20206069946289,20.633214950561523,69.61000061035156,45.709999084472656,192.89999389648438,37.3650016784668,29.190000534057617,20.76785659790039,70.11000061035156,46.099998474121094,194.92999267578125,37.61000061035156,29.420000076293945,20.409286499023438,69.06999969482422,45.060001373291016,192.0,37.33000183105469,28.940000534057617,20.74071502685547,69.54000091552734,45.130001068115234,194.10000610351562,37.47999954223633,29.299999237060547,491674400,4191400,14646500,9287500,15147600,39134000
2012-06-01,17.313335418701172,55.241615295410156,39.75326156616211,139.45184326171875,27.7878360748291,23.588510513305664,20.035356521606445,67.23999786376953,44.400001525878906,189.0800018310547,36.54499816894531,28.450000762939453,20.451786041259766,68.87999725341797,45.349998474121094,191.72000122070312,37.224998474121094,28.959999084472656,20.018571853637695,67.13999938964844,44.34000015258789,188.60000610351562,36.505001068115234,28.440000534057617,20.3271427154541,68.66999816894531,45.150001525878906,190.1199951171875,36.994998931884766,28.760000228881836,520987600,5592000,14874500,5206400,20843400,56634300
2012-06-04,17.41518211364746,55.45520782470703,39.76221466064453,139.05361938476562,27.99694061279297,23.671428680419922,20.153213500976562,67.5,44.40999984741211,188.5399932861328,36.81999969482422,28.549999237060547,20.26785659790039,68.1500015258789,44.689998626708984,189.3800048828125,36.869998931884766,28.780000686645508,19.589284896850586,67.05000305175781,44.13999938964844,187.0,36.279998779296875,28.31999969482422,20.053571701049805,68.1500015258789,44.470001220703125,188.33999633789062,36.51499938964844,28.6200008392334,556995600,5478200,9480300,4624500,13397200,47926300
2012-06-05,17.37012481689453,55.52095031738281,40.147212982177734,139.54034423828125,27.844865798950195,23.63825798034668,20.101072311401367,67.58000183105469,44.84000015258789,189.1999969482422,36.619998931884766,28.510000228881836,20.23107147216797,67.69999694824219,44.91999816894531,189.85000610351562,36.81999969482422,28.75,19.940357208251953,66.81999969482422,44.20000076293945,187.55999755859375,36.525001525878906,28.389999389648438,20.04535675048828,67.30999755859375,44.5099983215332,187.9199981689453,36.665000915527344,28.510000228881836,388214400,3747300,11166600,3556500,12275200,45715400
2012-06-06,17.636463165283203,56.703983306884766,40.764991760253906,143.0731201171875,28.3657169342041,24.334714889526367,20.409286499023438,69.0199966430664,45.529998779296875,193.99000549316406,37.30500030517578,29.350000381469727,20.49464225769043,69.0199966430664,45.599998474121094,194.0,37.30500030517578,29.3700008392334,20.196428298950195,67.95999908447266,45.0,190.02000427246094,36.650001525878906,28.809999465942383,20.27750015258789,67.97000122070312,45.02000045776367,190.77999877929688,36.69499969482422,28.8799991607666,401455600,4050300,9494400,3641300,12496400,46860500
2012-06-07,17.644479751586914,57.46805953979492,40.85453414916992,143.40505981445312,28.240259170532227,24.235219955444336,20.41857147216797,69.94999694824219,45.630001068115234,194.44000244140625,37.13999938964844,29.229999542236328,20.618572235107422,70.33000183105469,46.220001220703125,195.8300018310547,37.529998779296875,29.700000762939453,20.375,69.43000030517578,45.529998779296875,193.94000244140625,37.099998474121094,29.170000076293945,20.61750030517578,69.56999969482422,45.84000015258789,195.27999877929688,37.494998931884766,29.639999389648438,379766800,4004600,10238900,3701100,14342800,37792800
2012-06-08,17.909902572631836,57.45982360839844,41.400691986083984,143.92129516601562,28.605236053466797,24.583450317382812,20.7257137298584,69.94000244140625,46.2400016784668,195.13999938964844,37.619998931884766,29.649999618530273,20.735000610351562,69.97000122070312,46.25,195.13999938964844,37.685001373291016,29.68000030517578,20.321428298950195,69.2699966430664,45.59000015258789,192.6999969482422,37.07500076293945,29.049999237060547,20.41428565979004,69.66000366210938,45.70000076293945,193.7100067138672,37.08000183105469,29.209999084472656,347516400,3933400,10716400,2479200,11594200,42551100
2012-06-11,17.627511978149414,57.59947204589844,41.006744384765625,141.9816131591797,28.384737014770508,23.961612701416016,20.398927688598633,70.11000061035156,45.79999923706055,192.50999450683594,37.33000183105469,28.899999618530273,21.01785659790039,70.8499984741211,46.630001068115234,196.6999969482422,37.88999938964844,29.809999465942383,20.379642486572266,69.80000305175781,45.72999954223633,192.3699951171875,37.310001373291016,28.81999969482422,20.989999771118164,70.61000061035156,46.349998474121094,196.60000610351562,37.86000061035156,29.729999542236328,591264800,4369400,7907400,3273300,10657200,46361900
2012-06-12,17.781509399414062,59.62874221801758,41.52604293823242,143.4861602783203,28.59003448486328,24.28496742248535,20.5771427154541,72.58000183105469,46.380001068115234,194.5500030517578,37.599998474121094,29.290000915527344,20.593570709228516,72.81999969482422,46.40999984741211,194.6699981689453,37.625,29.299999237060547,20.239286422729492,70.73999786376953,45.58000183105469,192.13999938964844,37.16999816894531,28.84000015258789,20.516427993774414,70.93000030517578,45.75,192.13999938964844,37.4900016784668,29.100000381469727,435380400,6458100,7742900,3023700,11911200,35337900
2012-06-13,17.658065795898438,59.20153045654297,41.3917350769043,142.41671752929688,28.78660011291504,24.152307510375977,20.43428611755371,72.05999755859375,46.22999954223633,193.10000610351562,37.345001220703125,29.1299991607666,20.65999984741211,72.69999694824219,46.650001525878906,195.19000244140625,37.564998626708984,29.440000534057617,20.37071418762207,71.56999969482422,45.9900016784668,192.35000610351562,37.23500061035156,29.049999237060547,20.518571853637695,72.41000366210938,46.25,194.36000061035156,37.30500030517578,29.219999313354492,293580000,4720300,7317600,3247700,9376200,32984600
2012-06-14,17.63862419128418,59.028995513916016,42.24231719970703,143.8917999267578,29.19127655029297,24.326425552368164,20.411785125732422,71.8499984741211,47.18000030517578,195.10000610351562,37.869998931884766,29.34000015258789,20.48214340209961,72.30000305175781,47.45000076293945,195.8300018310547,38.0,29.459999084472656,20.25928497314453,71.38999938964844,46.209999084472656,192.74000549316406,37.349998474121094,28.8799991607666,20.40142822265625,72.08000183105469,46.400001525878906,193.0,37.39500045776367,29.329999923706055,345573200,5822900,12553900,3585000,13945400,39458900
2012-06-15,17.7188663482666,59.144020080566406,42.16173553466797,146.84193420410156,29.32616424560547,24.890230178833008,20.504642486572266,71.98999786376953,47.09000015258789,199.10000610351562,38.04499816894531,30.020000457763672,20.52214241027832,72.37999725341797,47.43000030517578,199.27000427246094,38.099998474121094,30.079999923706055,20.34107208251953,71.58000183105469,46.91999816894531,195.39999389648438,37.709999084472656,29.489999771118164,20.39285659790039,72.08999633789062,47.40999984741211,196.0800018310547,38.060001373291016,29.59000015258789,335255200,5308300,11198200,6389000,19748800,62314400
2012-06-18,18.078405380249023,59.070072174072266,42.170684814453125,146.24449157714844,29.28377914428711,24.740985870361328,20.920713424682617,71.9000015258789,47.099998474121094,198.2899932861328,37.9900016784668,29.84000015258789,20.996070861816406,72.33999633789062,47.400001525878906,199.63999938964844,38.209999084472656,30.030000686645508,20.370357513427734,71.25,46.79999923706055,197.1699981689453,37.8849983215332,29.709999084472656,20.391427993774414,71.69000244140625,46.959999084472656,197.57000732421875,37.97999954223633,29.989999771118164,440412000,3435200,8821100,3378900,10457200,58679900
2012-06-19,18.128711700439453,59.90806198120117,42.53777313232422,146.71652221679688,29.19127655029297,25.45403289794922,20.97892951965332,72.91999816894531,47.5099983215332,198.92999267578125,37.869998931884766,30.700000762939453,21.071428298950195,73.22000122070312,48.0,199.99000549316406,38.125,31.110000610351562,20.825000762939453,72.0199966430664,47.279998779296875,198.8000030517578,37.83000183105469,30.049999237060547,20.83571434020996,72.36000061035156,47.43000030517578,198.8300018310547,38.125,30.190000534057617,361404400,4167200,8209000,3297600,11115400,75725800
2012-06-20,18.077178955078125,59.98200988769531,42.73474884033203,146.6059112548828,29.121902465820312,25.644731521606445,20.91928482055664,73.01000213623047,47.72999954223633,198.77999877929688,37.779998779296875,30.93000030517578,21.04464340209961,73.45999908447266,47.970001220703125,199.74000549316406,37.869998931884766,31.049999237060547,20.742856979370117,72.3499984741211,47.43000030517578,197.5,37.41999816894531,30.639999389648438,21.00749969482422,72.69999694824219,47.63999938964844,198.6999969482422,37.845001220703125,30.93000030517578,358943200,3468700,7264700,3378200,14706800,36257100
2012-06-21,17.828115463256836,58.6346549987793,42.439300537109375,142.63063049316406,28.778884887695312,24.98972511291504,20.631071090698242,71.37000274658203,47.400001525878906,193.38999938964844,37.334999084472656,30.139999389648438,21.007856369018555,73.62000274658203,47.88999938964844,199.4499969482422,37.994998931884766,31.139999389648438,20.62285804748535,71.25,47.220001220703125,193.19000244140625,37.310001373291016,30.059999465942383,20.908571243286133,73.3499984741211,47.79999923706055,199.07000732421875,37.89500045776367,30.959999084472656,326351200,3659300,10077700,4316600,12804000,48456600
2012-06-22,17.9648380279541,59.119380950927734,42.50197219848633,142.85928344726562,28.882949829101562,25.45403289794922,20.78928565979004,71.95999908447266,47.470001220703125,193.6999969482422,37.470001220703125,30.700000762939453,20.792499542236328,72.0999984741211,47.52000045776367,194.8800048828125,37.650001525878906,30.729999542236328,20.55071449279785,71.06999969482422,46.90999984741211,193.22000122070312,37.43000030517578,30.030000686645508,20.68000030517578,71.55000305175781,47.38999938964844,193.8699951171875,37.474998474121094,30.299999237060547,284471600,3267300,18881600,8823000,15252800,45098100
2012-06-25,17.615171432495117,58.37175750732422,41.81255340576172,142.23973083496094,28.817426681518555,24.765857696533203,20.3846435546875,71.05000305175781,46.70000076293945,192.86000061035156,37.3849983215332,29.8700008392334,20.707143783569336,71.91999816894531,47.22999954223633,193.38999938964844,37.41999816894531,30.31999969482422,20.370357513427734,71.02999877929688,46.54999923706055,191.67999267578125,37.084999084472656,29.6200008392334,20.617856979370117,71.80999755859375,47.220001220703125,192.47999572753906,37.22999954223633,30.299999237060547,304382400,4111400,6740600,3211600,9734200,42217200
2012-06-26,17.654056549072266,58.273155212402344,42.349754333496094,141.56858825683594,28.936901092529297,24.890230178833008,20.429643630981445,70.93000030517578,47.29999923706055,191.9499969482422,37.540000915527344,30.020000457763672,20.517499923706055,71.62999725341797,47.470001220703125,193.67999267578125,37.68000030517578,30.270000457763672,20.26178550720215,70.4800033569336,46.81999969482422,190.75,37.099998474121094,29.940000534057617,20.40464210510254,71.30000305175781,46.880001068115234,193.5399932861328,37.494998931884766,30.0,276536400,2757600,7279900,3435900,11859400,38421300
2012-06-27,17.73028564453125,59.04542922973633,42.860103607177734,142.34298706054688,29.422517776489258,25.014604568481445,20.51785659790039,71.87000274658203,47.869998931884766,193.0,38.16999816894531,30.170000076293945,20.597856521606445,72.04000091552734,48.08000183105469,193.6999969482422,38.2400016784668,30.5,20.42571449279785,70.94999694824219,47.22999954223633,190.89999389648438,37.619998931884766,30.030000686645508,20.535715103149414,70.9800033569336,47.27000045776367,192.13999938964844,37.619998931884766,30.190000534057617,202997200,2514600,6023500,2762700,13644400,33781700
2012-06-28,17.562091827392578,58.80720138549805,42.815330505371094,141.16293334960938,29.511167526245117,24.799028396606445,20.323213577270508,71.58000183105469,47.81999969482422,191.39999389648438,38.28499984741211,29.90999984741211,20.5,71.73999786376953,47.84000015258789,192.0800018310547,38.334999084472656,30.049999237060547,20.20035743713379,70.62999725341797,46.97999954223633,188.89999389648438,37.845001220703125,29.420000076293945,20.416786193847656,71.1500015258789,47.66999816894531,191.22999572753906,38.04999923706055,29.979999542236328,282836400,3144600,6674200,3967300,10891200,45328400
2012-06-29,18.02347183227539,61.04182815551758,43.42416763305664,144.24578857421875,30.135536193847656,25.362825393676758,20.85714340209961,74.30000305175781,48.5,195.5800018310547,39.095001220703125,30.59000015258789,20.85714340209961,74.37000274658203,48.95000076293945,195.80999755859375,39.095001220703125,30.690000534057617,20.508928298950195,72.88999938964844,48.220001220703125,192.41000366210938,38.540000915527344,30.139999389648438,20.64285659790039,73.05999755859375,48.52000045776367,194.5500030517578,38.564998626708984,30.450000762939453,421500800,4419400,10300500,5259600,18519800,55227200
2012-07-02,18.28641700744629,60.12168502807617,43.62114715576172,144.43019104003906,30.416887283325195,25.337955474853516,21.161428451538086,73.18000030517578,48.720001220703125,195.8300018310547,39.459999084472656,30.559999465942383,21.195356369018555,74.73999786376953,48.75,197.1999969482422,39.5,30.6200008392334,20.842857360839844,72.44999694824219,48.2400016784668,194.85000610351562,39.005001068115234,30.209999084472656,20.883214950561523,74.20999908447266,48.619998931884766,196.36000061035156,39.04999923706055,30.6200008392334,400092000,4893400,7275600,2827000,13350200,30589100
2012-07-03,18.49905776977539,61.01716995239258,43.5047492980957,144.50390625,30.509397506713867,25.503780364990234,21.407499313354492,74.2699966430664,48.59000015258789,195.92999267578125,39.58000183105469,30.760000228881836,21.428571701049805,74.2699966430664,48.75,196.33999633789062,39.68000030517578,30.760000228881836,21.214284896850586,73.08000183105469,48.41999816894531,194.91000366210938,39.35499954223633,30.170000076293945,21.24571418762207,73.08000183105469,48.66999816894531,195.4600067138672,39.44499969482422,30.229999542236328,241712800,2166200,3060800,1450400,7335000,20938100
2012-07-05,18.824039459228516,61.1568489074707,43.074981689453125,144.03192138671875,30.235750198364258,25.45403289794922,21.783571243286133,74.44000244140625,48.11000061035156,195.2899932861328,39.224998474121094,30.700000762939453,21.94071388244629,74.73999786376953,48.54999923706055,196.85000610351562,39.56999969482422,30.780000686645508,21.41607093811035,73.8499984741211,47.83000183105469,193.6300048828125,39.099998474121094,30.3799991607666,21.448572158813477,74.37999725341797,48.279998779296875,194.8800048828125,39.5099983215332,30.59000015258789,484383200,2539000,7770100,2690200,10546400,28801900
2012-07-06,18.6987361907959,60.540672302246094,43.0123176574707,141.1703643798828,30.120128631591797,25.03117561340332,21.63857078552246,73.69000244140625,48.040000915527344,191.41000366210938,39.07500076293945,30.190000534057617,21.729999542236328,73.80999755859375,48.18000030517578,193.94000244140625,39.14500045776367,30.700000762939453,21.485000610351562,72.9000015258789,47.70000076293945,189.74000549316406,38.91999816894531,29.950000762939453,21.681785583496094,73.77999877929688,47.77000045776367,193.9199981689453,39.0099983215332,30.610000610351562,418930400,3579100,5623100,4952900,10036000,38294800
2012-07-09,18.94594383239746,60.819984436035156,42.976497650146484,139.88702392578125,30.054603576660156,24.873645782470703,21.92464256286621,74.02999877929688,48.0,189.6699981689453,38.9900016784668,30.0,21.924999237060547,74.8499984741211,48.18000030517578,191.0,39.10499954223633,30.229999542236328,21.57535743713379,73.80000305175781,47.7599983215332,188.0500030517578,38.85499954223633,29.780000686645508,21.617856979370117,74.2699966430664,48.060001373291016,190.75999450683594,39.029998779296875,30.1200008392334,379405600,4357700,5596200,3988100,8615600,30680800
2012-07-10,18.770645141601562,60.15452575683594,42.40348434448242,137.3720703125,30.054603576660156,24.65807342529297,21.721786499023438,73.22000122070312,47.36000061035156,186.25999450683594,38.9900016784668,29.739999771118164,22.138214111328125,75.05000305175781,48.380001068115234,191.13999938964844,39.27000045776367,30.219999313354492,21.618213653564453,72.88999938964844,47.18000030517578,185.60000610351562,38.90999984741211,29.510000228881836,22.070356369018555,74.62999725341797,48.16999816894531,190.3000030517578,39.26499938964844,30.079999923706055,511957600,4756700,8787500,4690300,11583400,37534100
2012-07-11,18.653987884521484,58.75787353515625,42.32290267944336,136.62716674804688,29.854190826416016,24.29326057434082,21.5867862701416,71.5199966430664,47.27000045776367,185.25,38.72999954223633,29.299999237060547,21.7021427154541,72.76000213623047,47.59000015258789,187.36000061035156,38.974998474121094,29.739999771118164,21.329286575317383,71.2300033569336,46.970001220703125,183.50999450683594,38.57500076293945,29.110000610351562,21.64714241027832,72.69000244140625,47.45000076293945,186.22000122070312,38.95000076293945,29.709999084472656,469322000,6072200,6501000,5456100,13645600,39184900
2012-07-12,18.483318328857422,58.913978576660156,42.448246002197266,135.03408813476562,29.538150787353516,23.73775291442871,21.389286041259766,71.70999908447266,47.40999984741211,183.08999633789062,38.31999969482422,28.6299991607666,21.552499771118164,72.0199966430664,47.79999923706055,184.38999938964844,38.6349983215332,29.18000030517578,21.167142868041992,70.8499984741211,46.849998474121094,181.85000610351562,38.2599983215332,28.540000915527344,21.437143325805664,71.19999694824219,47.380001068115234,184.25,38.51499938964844,29.149999618530273,428041600,5799800,8270700,4931300,19104000,63523600
2012-07-13,18.6706485748291,60.392784118652344,43.14661407470703,137.1876678466797,29.784812927246094,24.36788558959961,21.60607147216797,73.51000213623047,48.189998626708984,186.00999450683594,38.63999938964844,29.389999389648438,21.68535804748535,73.55999755859375,48.380001068115234,186.3300018310547,38.79499816894531,29.479999542236328,21.428571701049805,71.8499984741211,47.380001068115234,183.02999877929688,38.16999816894531,28.719999313354492,21.53392791748047,71.93000030517578,47.400001525878906,183.4600067138672,38.314998626708984,28.760000228881836,311427200,3616000,7187300,3933000,13307400,39085000
2012-07-16,18.730533599853516,59.94915008544922,42.85115432739258,136.28787231445312,29.476482391357422,24.409343719482422,21.675357818603516,72.97000122070312,47.86000061035156,184.7899932861328,38.2400016784668,29.440000534057617,21.843570709228516,73.19000244140625,48.119998931884766,186.10000610351562,38.70000076293945,29.530000686645508,21.60785675048828,72.25,47.689998626708984,184.5800018310547,38.099998474121094,29.040000915527344,21.61142921447754,73.12999725341797,47.959999084472656,185.5800018310547,38.54999923706055,29.479999542236328,301260400,3538400,5675200,3144400,17575600,27900600
2012-07-17,18.73145294189453,60.06416702270508,44.18521499633789,135.4470672607422,29.942846298217773,24.59174346923828,21.676427841186523,73.11000061035156,49.349998474121094,183.64999389648438,38.845001220703125,29.65999984741211,21.839284896850586,73.51000213623047,49.91999816894531,186.2899932861328,39.33000183105469,29.860000610351562,21.54107093811035,72.04000091552734,48.400001525878906,183.1999969482422,38.380001068115234,29.200000762939453,21.813928604125977,73.25,48.439998626708984,185.72999572753906,39.029998779296875,29.639999389648438,293624800,2775700,15909900,5158600,21209600,33771300
2012-07-18,18.710468292236328,60.704978942871094,44.18521499633789,138.83973693847656,29.846473693847656,25.24674415588379,21.652143478393555,73.88999938964844,49.349998474121094,188.25,38.720001220703125,30.450000762939453,21.726428985595703,74.44000244140625,49.66999816894531,188.58999633789062,38.84000015258789,30.450000762939453,21.555713653564453,72.70999908447266,48.959999084472656,183.5500030517578,38.40999984741211,29.459999084472656,21.663928985595703,72.70999908447266,49.13999938964844,184.14999389648438,38.81999969482422,29.600000381469727,252700000,3756200,7677500,8019500,13852000,41090400
2012-07-19,18.95921516418457,61.501914978027344,43.86288833618164,144.06878662109375,29.888887405395508,25.429161071777344,21.940000534057617,74.86000061035156,48.9900016784668,195.33999633789062,38.775001525878906,30.670000076293945,21.97678565979004,75.11000061035156,49.619998931884766,196.85000610351562,38.79999923706055,30.799999237060547,21.64285659790039,73.69999694824219,48.72999954223633,192.97000122070312,38.25,30.3799991607666,21.83142852783203,73.98999786376953,49.38999938964844,193.39999389648438,38.7599983215332,30.510000228881836,436861600,4543200,9330800,10395400,18050400,46663200
2012-07-20,18.649982452392578,60.704978942871094,43.5047492980957,141.93734741210938,29.688461303710938,24.973142623901367,21.582143783569336,73.88999938964844,48.59000015258789,192.4499969482422,38.51499938964844,30.1200008392334,21.944286346435547,74.80000305175781,48.95000076293945,194.89999389648438,38.67499923706055,31.049999237060547,21.560714721679688,73.61000061035156,48.5,192.1699981689453,38.39500045776367,30.049999237060547,21.89392852783203,74.5,48.599998474121094,194.08999633789062,38.6349983215332,31.0,397471200,3148100,8482300,4789700,16436000,64021700
2012-07-23,18.635469436645508,59.89985656738281,42.95859146118164,140.74252319335938,29.630643844604492,24.276681900024414,21.565357208251953,72.91000366210938,47.97999954223633,190.8300018310547,38.439998626708984,29.280000686645508,21.639286041259766,73.08000183105469,48.060001373291016,191.3000030517578,38.5,29.579999923706055,20.989643096923828,71.58000183105469,47.41999816894531,188.1999969482422,38.185001373291016,29.010000228881836,21.22857093811035,72.30999755859375,47.77000045776367,189.77999877929688,38.275001525878906,29.56999969482422,487975600,3432200,8333100,3904500,10655800,55151900
2012-07-24,18.54566192626953,59.1768798828125,43.1197509765625,140.38113403320312,29.545854568481445,24.168893814086914,21.461427688598633,72.02999877929688,48.15999984741211,190.33999633789062,38.33000183105469,29.149999618530273,21.7742862701416,73.16999816894531,48.33000183105469,191.32000732421875,38.474998474121094,29.360000610351562,21.375356674194336,71.3499984741211,47.689998626708984,188.55999755859375,38.04999923706055,28.899999618530273,21.692142486572266,72.87000274658203,48.029998779296875,190.9199981689453,38.45000076293945,29.239999771118164,565132400,3866500,8955100,3597100,10445800,47723300
2012-07-25,17.744787216186523,60.819984436035156,43.24510192871094,140.9269256591797,29.68461036682129,23.90357780456543,20.534643173217773,74.02999877929688,48.29999923706055,191.0800018310547,38.5099983215332,28.829999923706055,20.742856979370117,74.4800033569336,48.63999938964844,192.77000427246094,38.61000061035156,29.329999923706055,20.35714340209961,72.69999694824219,48.0099983215332,189.32000732421875,38.3650016784668,28.780000686645508,20.516427993774414,74.19999694824219,48.33000183105469,190.30999755859375,38.474998474121094,29.239999771118164,877312800,6130400,7034000,3833800,9020400,45579500
2012-07-26,17.74201202392578,61.54297637939453,44.50753402709961,143.0436248779297,30.389917373657227,24.17717933654785,20.531429290771484,74.91000366210938,49.709999084472656,193.9499969482422,39.42499923706055,29.15999984741211,20.72857093811035,75.95999908447266,49.869998931884766,194.9499969482422,39.45500183105469,29.5,20.3700008392334,74.2699966430664,49.060001373291016,192.57000732421875,38.849998474121094,29.09000015258789,20.70571517944336,75.12999725341797,49.060001373291016,193.49000549316406,38.849998474121094,29.229999542236328,406632800,4949200,10497100,3282900,14144600,45301400
2012-07-27,18.059282302856445,62.03590393066406,44.71345901489258,144.8432159423828,30.837005615234375,24.674652099609375,20.898571014404297,75.51000213623047,49.939998626708984,196.38999938964844,40.005001068115234,29.760000228881836,20.922500610351562,75.94000244140625,50.540000915527344,197.41000366210938,40.119998931884766,29.850000381469727,20.413928985595703,75.08000183105469,49.689998626708984,193.9499969482422,39.45000076293945,29.18000030517578,20.53607177734375,75.58000183105469,49.88999938964844,195.10000610351562,39.525001525878906,29.479999542236328,403936400,4066300,16174800,4177300,17825000,44242600
2012-07-30,18.363895416259766,61.501914978027344,44.58811950683594,145.0570831298828,31.264799118041992,24.575162887573242,21.25107192993164,74.86000061035156,49.79999923706055,196.67999267578125,40.560001373291016,29.639999389648438,21.408571243286133,75.58999633789062,50.13999938964844,197.83999633789062,40.584999084472656,29.81999969482422,20.993572235107422,74.43000030517578,49.650001525878906,195.9199981689453,39.78499984741211,29.459999084472656,21.104286193847656,74.5999984741211,49.95000076293945,196.32000732421875,39.8849983215332,29.75,379142400,4999700,8890600,2787000,15947800,28905000
2012-07-31,18.849346160888672,60.7214241027832,43.997188568115234,144.54083251953125,31.141475677490234,24.4342098236084,21.812856674194336,73.91000366210938,49.13999938964844,195.97999572753906,40.400001525878906,29.469999313354492,21.84642791748047,75.05999755859375,49.849998474121094,197.5800018310547,40.665000915527344,29.709999084472656,21.525714874267578,73.87999725341797,49.09000015258789,195.8800048828125,40.19499969482422,29.329999923706055,21.543928146362305,74.81999969482422,49.779998779296875,196.5,40.349998474121094,29.479999542236328,462327600,3978700,10503000,3507000,16333600,37620900
2012-08-01,18.727441787719727,59.78483581542969,43.71067810058594,143.9507598876953,31.222415924072266,24.38446617126465,21.671785354614258,72.7699966430664,48.81999969482422,195.17999267578125,40.505001068115234,29.40999984741211,22.014286041259766,74.4800033569336,49.529998779296875,197.85000610351562,40.625,29.649999618530273,21.535715103149414,72.63999938964844,48.720001220703125,194.72000122070312,40.29499816894531,29.209999084472656,21.99678611755371,74.31999969482422,49.33000183105469,196.9600067138672,40.48500061035156,29.59000015258789,384501600,4696000,6780200,2559300,12954600,31721800
2012-08-02,18.757680892944336,59.144020080566406,43.853939056396484,143.41241455078125,30.736785888671875,24.20206069946289,21.706785202026367,71.98999786376953,48.97999954223633,194.4499969482422,39.875,29.190000534057617,21.81035804748535,72.5199966430664,48.9900016784668,196.60000610351562,40.5,29.530000686645508,21.4375,71.1500015258789,48.130001068115234,193.02000427246094,39.7599983215332,28.969999313354492,21.530000686645508,72.38999938964844,48.599998474121094,194.16000366210938,40.3650016784668,29.209999084472656,332158400,4615000,9559000,2812600,13393200,39520500
2012-08-03,19.001802444458008,59.81769561767578,44.561256408691406,146.4141082763672,31.153045654296875,24.666372299194336,21.989286422729492,72.80999755859375,49.77000045776367,198.52000427246094,40.415000915527344,29.75,22.070714950561523,73.33999633789062,49.869998931884766,198.9499969482422,40.494998931884766,29.940000534057617,21.841428756713867,72.68000030517578,49.36000061035156,196.16000366210938,40.005001068115234,29.479999542236328,21.91535758972168,73.12999725341797,49.810001373291016,196.47999572753906,40.095001220703125,29.530000686645508,344920800,4588500,8187800,3278100,11834200,35859400
2012-08-06,19.21320343017578,59.883426666259766,44.453819274902344,146.59109497070312,31.079809188842773,24.832189559936523,22.233928680419922,72.88999938964844,49.650001525878906,198.75999450683594,40.31999969482422,29.950000762939453,22.31678581237793,73.33000183105469,50.0,199.94000244140625,40.625,30.110000610351562,21.97357177734375,72.70999908447266,49.650001525878906,198.52000427246094,40.310001373291016,29.809999465942383,22.046072006225586,73.20999908447266,49.970001220703125,198.75999450683594,40.505001068115234,30.0,302103200,3758800,6353300,2337800,9179400,27471800
