,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume
2011-10-14,47.18,,23.440001000000002,89.980003,65.0,55.279999,47.220001,,23.5,89.980003,65.16999799999999,55.470001,44.98,,23.25,89.139999,64.370003,54.630001,46.099998,,23.5,89.940002,64.889999,55.459998999999996,41.50613,,18.588039000000002,71.568764,51.002421999999996,46.111453999999995,9612300,,44894100,3702300,7485100,10706000
2011-10-17,45.869999,,23.32,89.410004,64.839996,54.790001000000004,46.150002,,23.6,89.900002,65.449997,55.459998999999996,45.02,,23.139999,88.510002,64.059998,54.48,45.119999,,23.280001000000002,88.660004,64.260002,54.779999,40.623791,,18.414026,70.55017099999999,50.507271,45.546089,7611400,,47936100,4321700,7165000,8970200
2011-10-18,45.209998999999996,,23.17,88.949997,64.160004,54.939999,47.040001000000004,,23.49,90.0,65.589996,56.189999,45.0,,23.07,88.209999,64.099998,54.810001,46.68,,23.4,89.639999,64.91999799999999,55.889998999999996,42.028347,,18.508944,71.330017,51.02602,46.468979,9095700,,85272200,4864000,11796600,14070400
2011-10-19,46.709998999999996,,24.01,89.91999799999999,64.33000200000001,55.709998999999996,46.990002000000004,,24.5,90.629997,65.32,56.43,46.009997999999996,,23.860001,89.309998,64.279999,55.700001,46.130001,,24.24,89.620003,64.75,56.25,41.533146,,19.173367000000002,71.314095,51.307311999999996,46.768295,9097500,,139956200,5681700,9099100,12985200
2011-10-20,45.5,,23.879998999999998,90.0,64.900002,56.200001,46.290001000000004,,23.879998999999998,90.150002,65.279999,56.880001,44.689999,,23.35,88.379997,64.470001,56.049999,46.189999,,23.610001,89.010002,65.089996,56.369999,41.587177000000004,,18.675048999999998,70.82869000000001,51.576714,46.868072999999995,12221800,,88682000,6969800,7728400,12645800
2011-10-21,46.860001000000004,,23.860001,91.220001,65.610001,56.740002000000004,48.470001,,24.25,92.449997,66.300003,57.419998,46.860001000000004,,23.799999,91.089996,65.470001,56.650002,48.459998999999996,,24.030001000000002,92.32,66.260002,56.919998,43.630962,,19.007257,73.462585,52.50383000000001,47.325363,14151400,,123273100,12081700,13026800,14498600
2011-10-24,48.32,,24.049999,92.07,65.75,56.880001,50.240002000000004,,24.790001,92.309998,65.889999,57.0,48.32,,24.02,91.400002,65.010002,56.599998,49.919998,,24.59,92.010002,65.370003,56.779999,44.945484,,19.450207000000002,73.215935,51.798595,47.208946000000005,11165700,,138273600,6653900,9819000,9279500
2011-10-25,49.509997999999996,,24.469998999999998,91.860001,65.089996,56.66,50.299999,,24.85,92.860001,65.370003,57.150002,49.240002000000004,,24.389999,91.449997,64.370003,56.549999,49.419998,,24.629998999999998,91.769997,64.510002,56.709998999999996,44.495296,,19.481848,73.02493299999999,51.117149,47.150757,12728700,,60939200,6465700,8919200,10104300
2011-10-26,50.0,,24.799999,92.379997,64.900002,57.099998,50.84,,24.84,92.66999799999999,65.010002,57.439999,49.419998,,24.34,90.870003,64.18,56.599998,50.450001,,24.700001,91.779999,64.949997,57.369999,45.422653000000004,,19.537216,73.032913,51.465790000000005,47.699509,10908300,,58249900,7046500,9401200,12724700
2011-10-27,51.57,,24.93,93.309998,65.370003,57.799999,52.349998,,25.200001,93.839996,65.66999799999999,57.959998999999996,51.060001,,24.85,92.010002,64.309998,57.450001,52.060001,,25.129998999999998,93.510002,65.260002,57.810001,46.872223,,19.877335000000002,74.409554,51.711433,48.065342,12093600,,84559200,7004300,16764300,15325500
2011-10-28,51.48,,24.870001000000002,93.489998,64.83000200000001,57.849998,52.209998999999996,,25.030001000000002,93.650002,65.029999,57.869999,51.41,,24.73,92.489998,64.32,56.959998999999996,52.099998,,24.98,93.290001,64.730003,57.150002,46.908234,,19.758688,74.234459,51.291472999999996,47.516602,7379700,,44897400,4942400,10656200,11292800
2011-10-31,51.32,,24.57,92.779999,64.550003,56.580002,52.040001000000004,,24.92,93.68,64.83000200000001,57.290001000000004,50.59,,24.49,92.779999,63.939999,56.580002,50.619999,,24.540001,92.849998,63.990002000000004,56.720001,45.575714000000005,,19.410656,73.884331,50.705096999999995,47.159077,8020300,,43121800,4544600,9438800,9480900
2011-11-01,49.580002,,24.110001,92.309998,63.369999,55.82,50.130001,,24.35,93.389999,63.599998,56.740002000000004,48.91,,23.82,91.709999,62.509997999999996,55.68,48.990002000000004,,23.9,91.910004,62.709998999999996,56.23,44.108146999999995,,18.904429999999998,73.136353,49.690838,46.751675,9820100,,68002400,6503500,13462600,13788100
2011-11-02,49.869999,,24.02,92.33000200000001,63.400002,56.77,50.860001000000004,,24.059998999999998,92.83000200000001,63.549999,57.189999,49.740002000000004,,23.549999,91.66999799999999,62.400002,56.540001000000004,50.32,,23.85,92.529999,62.860001000000004,56.860001000000004,45.305618,,18.864883,73.6297,49.8097,47.275471,7349200,,56626000,5421700,8783200,8920300
2011-11-03,50.779999,,23.790001,92.83000200000001,63.310001,57.049999,51.82,,24.23,93.150002,63.52,57.529999,50.049999,,23.280001000000002,92.279999,62.889998999999996,56.599998,51.68,,24.200001,93.0,63.209998999999996,57.419998,46.53009,,19.311768,74.00370799999999,50.087032,47.741081,7777000,,58297700,5245400,8532600,9575600
2011-11-04,51.27,,24.040001,92.839996,62.889998999999996,57.080002,51.419998,,24.07,93.83000200000001,63.189999,57.5,50.509997999999996,,23.66,92.300003,62.369999,56.900002,51.18,,23.74,93.809998,63.029999,57.5,46.079918,,18.944685,74.648247,49.944396999999995,47.807590000000005,5287800,,46476000,5612500,7758200,7006100
2011-11-07,50.869999,,23.700001,93.91999799999999,63.029999,57.34,51.330002,,24.309998999999998,94.699997,63.57,57.959998999999996,50.279999,,23.629998999999998,93.220001,62.689999,57.049999,51.25,,24.280001000000002,94.620003,63.459998999999996,57.939999,46.142952,,19.375608,75.292801,50.285126,48.173424,4458000,,51137900,4646700,6559500,8520100
2011-11-08,51.560001,,24.48,94.959999,63.48,58.02,51.599998,,24.77,95.449997,64.339996,59.400002,50.700001,,24.26,93.839996,63.48,57.849998,51.34,,24.75,94.599998,64.209999,59.32,46.223971999999996,,19.750668,75.276878,50.879421,49.320812,6586400,,55961900,7195500,7422000,20104300
2011-11-09,50.389998999999996,,24.24,93.410004,63.799999,58.529999,50.639998999999996,,24.32,93.959999,63.830002,58.93,49.049999,,23.799999,92.349998,62.560001,57.599998,49.209998999999996,,23.84,92.650002,62.720001,58.049999,44.306228999999995,,19.024487,73.72518199999999,49.69875,48.264881,8037800,,56872200,6666000,9701300,13946800
2011-11-10,49.849998,,24.139999,93.279999,63.509997999999996,58.330002,49.939999,,24.25,93.489998,63.650002,58.490002000000004,48.73,,23.74,92.589996,62.799999,57.509997999999996,49.09,,24.059998999999998,93.260002,63.240002000000004,58.130001,44.198177,,19.200048000000002,74.210587,50.110797999999996,48.331402000000004,6265800,,45508700,4189400,6143700,9410000
2011-11-11,49.970001,,24.309998999999998,93.93,63.75,58.509997999999996,50.580002,,24.9,94.949997,64.139999,59.25,49.720001,,24.299999,93.860001,63.580002,58.380001,50.369999,,24.85,94.760002,63.889998999999996,59.200001,45.350623999999996,,19.830471,75.404205,50.625851000000004,49.221035,5314300,,43867200,4425500,5731100,8397900
2011-11-14,49.790001000000004,,24.780001000000002,94.349998,63.439999,58.810001,50.110001000000004,,24.9,94.800003,63.540001000000004,58.98,49.040001000000004,,24.48,93.860001,62.93,58.360001000000004,49.450001,,24.629998999999998,94.059998,63.049999,58.889998999999996,44.522312,,19.654909,74.847206,49.960243,48.963284,4319800,,49418100,3232200,6832800,10552100
2011-11-15,49.23,,24.66,93.870003,63.380001,57.970001,50.389998999999996,,25.459999,94.910004,63.900002,58.049999,49.02,,24.620001000000002,93.699997,63.099998,57.23,49.950001,,25.34,94.470001,63.560001,57.459998999999996,44.972491999999995,,20.221495,75.17343100000001,50.364371999999996,47.774349,5465800,,77391300,5577300,7673800,16005900
2011-11-16,49.290001000000004,,25.129998999999998,93.910004,63.110001000000004,57.099998,49.52,,25.5,94.33000200000001,63.889998999999996,57.419998,48.009997999999996,,24.879998999999998,93.07,63.02,56.639998999999996,48.119999,,24.940001000000002,93.150002,63.279999,56.68,43.324856,,19.902288000000002,74.123047,50.142497999999996,47.125809000000004,7570000,,74241700,3915600,9228000,11780800
2011-11-17,48.029999,,24.9,93.139999,63.150002,56.540001000000004,48.209998999999996,,24.950001,93.550003,63.650002,57.189999,46.360001000000004,,24.120001000000002,91.720001,62.540001000000004,56.259997999999996,46.700001,,24.34,92.290001,62.939999,56.73,42.04636,,19.423485,73.438705,49.873077,47.167396999999994,9222800,,62125300,5435000,8525500,10223800
2011-11-18,46.950001,,24.17,92.559998,63.110001000000004,57.029999,47.099998,,24.43,93.0,63.5,57.360001000000004,46.380001,,24.02,92.190002,63.060001,56.610001000000004,46.880001,,24.290001,92.739998,63.240002000000004,57.23,42.208424,,19.383589,73.796806,50.110797999999996,47.583110999999995,5316200,,45683600,4791500,7624000,8982300
2011-11-21,46.150002,,24.030001000000002,92.029999,62.540001000000004,56.93,46.389998999999996,,24.15,92.620003,62.970001,57.290001000000004,45.5,,23.35,91.220001,61.450001,56.380001,46.060001,,23.57,92.279999,61.66,56.66,41.470119,,18.809023,73.430763,48.858821999999996,47.109184,8207400,,58579300,5869400,13254400,9932200
2011-11-22,46.009997999999996,,23.379998999999998,91.900002,61.52,56.560001,46.310001,,23.530001000000002,93.139999,62.25,57.130001,45.529999,,23.09,91.809998,61.490002000000004,56.5,46.0,,23.24,92.650002,61.689999,56.849998,41.4161,,18.545681,73.72518199999999,48.882595,47.267151,5975000,,48479200,4695700,8321500,7497300
2011-11-23,45.5,,23.040001,92.32,61.310001,56.650002,45.689999,,23.139999,92.5,61.509997999999996,57.0,44.950001,,22.690001000000002,91.699997,61.0,56.32,45.099998,,22.700001,91.870003,61.060001,56.639998999999996,40.605793,,18.114756,73.104515,48.383389,47.09256,7220000,,52698400,4555800,7488200,8260400
2011-11-25,44.860001000000004,,22.549999,91.870003,61.200001,56.689999,45.400002,,23.219998999999998,92.449997,61.790001000000004,57.330002,44.700001,,22.51,91.800003,61.0,56.689999,45.0,,22.73,92.099998,61.0,56.889998999999996,40.515751,,18.138693,73.287521,48.335846000000004,47.300422999999995,2748000,,28346900,2452400,4734800,4258800
2011-11-28,46.07,,23.280001000000002,93.190002,61.650002,57.529999,46.560001,,23.57,93.989998,62.459998999999996,58.0,45.549999,,23.25,93.07,61.57,57.0,46.009997999999996,,23.459999,93.760002,62.240002000000004,57.25,41.425106,,18.721242999999998,74.60844399999999,49.318409,47.599731,9046300,,39753000,6101200,7673200,9288100
2011-11-29,46.150002,,23.49,93.540001,62.48,57.34,46.259997999999996,,23.9,93.790001,62.950001,58.299999,45.490002000000004,,23.42,93.110001,62.360001000000004,57.34,45.549999,,23.58,93.459999,62.529999,58.169998,41.010944,,18.817003,74.929146,49.548203,48.364643,6688600,,44191100,5648300,6442700,10817200
2011-11-30,47.110001000000004,,24.280001000000002,94.849998,63.23,58.759997999999996,48.07,,24.940001000000002,95.540001,64.589996,59.0,46.799999,,24.23,94.639999,63.189999,58.310001,48.040001000000004,,24.91,95.519997,64.57,58.900002,43.252819,,19.878353,76.580696,51.16468,48.971603,12252500,,73450200,7683300,15034500,14845200
2011-12-01,47.700001,,24.870001000000002,95.440002,64.58000200000001,58.639998999999996,48.09,,24.969998999999998,95.879997,64.790001,59.150002,47.380001,,24.4,95.220001,63.869999,58.459998999999996,47.790001000000004,,24.92,95.5,64.08000200000001,58.610001000000004,43.027737,,19.886332,76.564667,50.776405,48.730488,6534000,,51820400,4860300,9387600,8787300
2011-12-02,48.34,,25.01,96.370003,64.68,58.880001,49.02,,25.139999,96.470001,64.860001,58.970001,48.139998999999996,,24.6,95.32,64.269997,58.040001000000004,48.23,,24.639999,95.699997,64.660004,58.09,43.423885,,19.662891000000002,76.725014,51.236004,48.298145,7006700,,41486500,4023100,9952600,11199100
2011-12-05,49.16,,25.030001000000002,96.41999799999999,64.889999,58.259997999999996,49.310001,,25.200001,96.589996,64.940002,58.509997999999996,48.360001000000004,,24.790001,95.08000200000001,64.449997,58.0,48.779999,,25.01,95.349998,64.839996,58.34,43.919078999999996,,19.958154999999998,76.444412,51.378628000000006,48.506001,6106600,,42526800,5906900,9820200,10515200
2011-12-06,48.880001,,25.09,95.470001,64.650002,58.57,48.98,,25.48,96.269997,65.0,59.009997999999996,48.419998,,25.0,94.82,64.489998,58.400002,48.560001,,25.35,96.010002,64.839996,58.779999,43.720997,,20.229475,76.973541,51.378628000000006,48.871840999999996,5531600,,49516000,5346500,8315400,11401600
2011-12-07,48.169998,,25.33,95.83000200000001,64.790001,58.349998,49.389998999999996,,25.780001000000002,96.650002,65.5,59.200001,47.669998,,25.129998999999998,95.5,64.650002,58.259997999999996,49.16,,25.66,96.449997,65.230003,58.509997999999996,44.261219,,20.476858,77.326309,51.687672,48.951313,6523000,,54791500,5137800,11144700,15754600
2011-12-08,48.830002,,25.450001,97.029999,64.870003,58.389998999999996,49.009997999999996,,25.530001000000002,98.290001,65.0,58.549999,47.630001,,24.629998999999998,96.720001,64.300003,57.869999,47.810001,,24.709999,96.91999799999999,64.470001,57.98,43.045730999999996,,19.71875,77.70311,51.085442,48.5079,6940400,,58000600,8123000,8352600,10350300
2011-12-09,48.540001000000004,,24.41,97.66999799999999,64.660004,58.16,49.040001000000004,,25.1,98.43,65.16999799999999,58.490002000000004,48.139998999999996,,24.379998999999998,97.620003,64.599998,57.470001,48.799999,,25.01,98.029999,64.970001,58.32,43.937088,,19.958154999999998,78.593018,51.481636,48.792355,7020100,,44071500,5721200,7647800,10058900
2011-12-12,48.189999,,24.18,97.66999799999999,64.58000200000001,57.869999,48.259997999999996,,24.290001,98.529999,64.91999799999999,58.439999,47.41,,23.610001,97.199997,63.939999,57.759997999999996,47.889998999999996,,24.0,98.480003,64.309998,58.09,43.117756,,19.152161,78.953827,50.958652,48.59993,5167900,,94831300,5804900,8793500,10037100
2011-12-13,48.57,,24.049999,98.739998,64.540001,58.130001,48.639998999999996,,24.059998999999998,98.949997,65.33000200000001,58.349998,46.939999,,23.42,97.760002,64.400002,57.419998,47.389998999999996,,23.559998999999998,98.0,64.730003,57.599998,42.667595,,18.801043,78.568985,51.291472999999996,48.18998,7377000,,78519000,6862400,11126100,10972100
2011-12-14,46.84,,23.48,97.760002,64.470001,57.720001,47.490002000000004,,23.559998999999998,98.459999,64.949997,58.119999,46.810001,,23.139999,97.160004,64.32,57.52,47.080002,,23.309998999999998,97.610001,64.449997,57.650002,42.388484999999996,,18.601542000000002,78.25631700000001,51.069595,48.231812,6965700,,56395100,6347200,10326700,8984200
2011-12-15,47.619999,,23.58,98.510002,64.83000200000001,57.830002,47.720001,,23.67,98.779999,65.209999,58.400002,46.34,,23.25,97.860001,64.650002,57.830002,46.419998,,23.309998999999998,98.139999,64.989998,57.950001,41.794243,,18.601542000000002,78.681206,51.497475,48.482791999999996,7172700,,38692600,5558600,9654800,8557400
2011-12-16,46.84,,23.469998999999998,98.540001,65.43,58.299999,47.369999,,23.889999,98.620003,65.629997,58.490002000000004,46.639998999999996,,23.23,97.08000200000001,64.82,58.09,46.880001,,23.23,97.489998,65.139999,58.27,42.208424,,18.537693,78.160088,51.616347999999995,48.750519,11976000,,94567200,8867300,18291900,14913900
2011-12-19,46.869999,,23.389999,97.91999799999999,65.349998,58.299999,47.080002,,23.48,98.370003,65.589996,58.57,45.889998999999996,,23.049999,96.980003,64.739998,57.610001000000004,46.040001000000004,,23.1,97.239998,64.949997,57.779999,41.452114,,18.433957999999997,77.959663,51.465790000000005,48.340579999999996,5271000,,42243000,5169500,8172300,7235400
2011-12-20,46.689999,,23.49,98.07,65.239998,58.369999,48.099998,,23.98,98.91999799999999,65.910004,59.27,46.630001,,23.440001000000002,97.93,65.209999,58.240002000000004,47.919998,,23.84,98.82,65.790001,59.189999,43.144775,,19.024487,79.22640200000001,52.131401000000004,49.520226,7589100,,46309500,5981100,9797100,11067400
2011-12-21,48.119999,,23.950001,98.980003,65.5,59.189999,48.490002000000004,,24.09,99.5,66.0,59.66,47.23,,23.43,98.699997,65.5,59.16,47.490002000000004,,23.68,99.199997,66.0,59.389998999999996,42.757626,,18.896803,79.531052,52.297806,49.68755,6236400,,45222100,5414500,9479000,8574500
2011-12-22,47.740002000000004,,23.83,99.239998,65.839996,59.41,48.0,,24.1,99.349998,66.239998,59.540001000000004,47.290001000000004,,23.76,98.550003,65.790001,59.049999,47.630001,,24.02,98.599998,66.190002,59.189999,42.883678,,19.168129,79.050003,52.448356999999994,49.520226,5872000,,32002200,4752500,7666300,7901700
2011-12-23,47.73,,24.129998999999998,98.839996,66.209999,59.32,47.959998999999996,,24.4,100.150002,66.690002,60.0,47.360001000000004,,24.040001,98.760002,66.010002,59.139998999999996,47.950001,,24.4,100.150002,66.66999799999999,59.990002000000004,43.171791,,19.471369,80.292686,52.828701,50.189526,3125600,,24832700,3516800,5209800,6190600
2011-12-27,47.959998999999996,,24.450001,100.16999799999999,66.129997,59.950001,48.169998,,24.700001,100.82,66.949997,59.98,47.599998,,24.4,100.0,66.07,59.66,47.66,,24.559998999999998,100.550003,66.790001,59.830002,42.91069,,19.599052,80.61338,52.923786,50.055664,2660800,,24136000,3052100,5604700,4866400
2011-12-28,47.73,,24.52,100.730003,66.910004,59.77,47.799999,,24.559998999999998,100.75,66.949997,59.939999,46.84,,24.18,99.459999,66.449997,59.630001,46.970001,,24.23,99.58000200000001,66.540001,59.73,42.289452000000004,,19.335711,79.835709,52.72569300000001,49.972012,3829800,,23703400,3111600,4152000,5241700
2011-12-29,47.169998,,24.360001,99.75,66.730003,59.720001,47.57,,24.58,101.0,66.980003,59.990002000000004,46.990002000000004,,24.280001000000002,99.599998,66.650002,59.34,47.52,,24.549999,100.809998,66.970001,59.990002000000004,42.784641,,19.591074,80.821823,53.066421999999996,50.189526,2898500,,22319300,3986200,4425900,6332200
2011-12-30,47.650002,,24.43,100.43,66.879997,59.889998999999996,47.689999,,24.620001000000002,100.82,66.959999,59.939999,47.16,,24.25,100.059998,66.589996,59.689999,47.169998,,24.25,100.33000200000001,66.709999,59.759997999999996,42.469516999999996,,19.351662,80.437004,52.860397,49.997093,3333000,,21710100,2957200,4062300,4665300
2012-01-03,48.299999,,24.620001000000002,101.33000200000001,66.300003,59.970001,48.959998999999996,,24.889999,101.589996,67.0,61.060001,48.139998999999996,,24.389999,98.75,66.269997,59.869999,48.389998999999996,,24.540001,98.839996,66.83000200000001,60.330002,43.56794,,19.583084,79.242447,52.955479000000004,50.473988,6955400,,44845600,8895900,11565900,12668800
2012-01-04,48.02,,24.57,99.110001,66.629997,60.209998999999996,48.380001,,25.129998999999998,100.300003,66.879997,60.349998,47.400002,,24.530001000000002,98.760002,66.339996,59.470001,48.240002000000004,,25.110001,99.389999,66.800003,59.709998999999996,43.595055,,20.037954,79.683388,52.931717000000006,49.955265000000004,4847600,,47504000,6754700,10595400,9593300
2012-01-05,47.84,,25.059998999999998,99.470001,66.440002,59.349998,49.25,,25.450001,100.400002,66.650002,59.619999,47.700001,,24.98,98.68,66.25,58.369999,48.799999,,25.4,99.83000200000001,66.519997,59.419998,44.101139,,20.269373,80.03614,52.709835,49.712646,6095100,,49490600,8163800,10085300,12768200
2012-01-06,48.869999,,25.209999,100.089996,66.510002,59.419998,48.970001,,25.4,100.769997,66.629997,59.450001,48.049999,,25.01,99.870003,65.93,58.869999,48.27,,25.25,100.599998,66.360001,59.0,43.622158,,20.149677,80.65345,52.583065000000005,49.361267,4894300,,36343500,6775300,8421200,8069400
2012-01-09,48.32,,25.4,100.879997,66.25,59.029999,48.700001,,25.559998999999998,100.93,66.75,59.549999,48.119999,,25.219998999999998,99.510002,66.220001,58.919998,48.389998999999996,,25.469998999999998,99.639999,66.639999,59.18,43.73061,,20.325236999999998,79.883797,52.804928000000004,49.511856,5273000,,47478600,4433700,7836100,6679300
2012-01-10,48.959998999999996,,25.709999,100.239998,66.849998,59.43,49.119999,,25.92,100.449997,66.870003,59.709998999999996,48.279999,,25.51,99.349998,66.07,58.98,48.669998,,25.59,99.699997,66.33000200000001,59.040001000000004,43.98365,,20.42099,79.931915,52.559288,49.394733,6838600,,41060900,5075400,10318900,6907300
2012-01-11,48.450001,,25.43,99.620003,66.099998,59.060001,49.080002,,25.889999,100.110001,66.309998,59.529999,48.200001,,25.34,99.349998,65.470001,59.040001000000004,48.950001,,25.799999,99.93,65.68,59.400002,44.236683,,20.588579,80.116333,52.044230999999996,49.695915,4497700,,57170000,4622500,14676800,6365600
2012-01-12,49.189999,,25.85,100.370003,66.0,59.790001000000004,49.689999,,25.9,100.650002,66.0,60.0,48.950001,,25.540001,100.07,65.559998,59.400002,49.650002,,25.75,100.57,65.809998,59.5,44.869293,,20.548674,80.62941,52.147242999999996,49.779583,5693400,,44420500,4022700,29758100,7236400
2012-01-13,49.130001,,25.690001000000002,100.18,65.559998,59.18,49.799999,,25.719998999999998,100.43,65.83000200000001,59.610001000000004,48.82,,25.1,99.610001,65.370003,59.009997999999996,49.759997999999996,,25.139999,100.349998,65.809998,59.540001000000004,44.968693,,20.061892999999998,80.453026,52.147242999999996,49.813041999999996,5741700,,63313400,4134800,33539100,7729300
2012-01-17,49.59,,25.18,100.589996,65.959999,59.869999,50.450001,,25.4,101.199997,66.510002,60.110001000000004,49.59,,24.969998999999998,100.050003,65.949997,59.52,50.220001,,25.040001,100.550003,66.260002,59.849998,45.384411,,19.9821,80.61338,52.50383000000001,50.072395,6533900,,60438600,4555800,35728800,8500000
2012-01-18,50.130001,,25.129998999999998,100.900002,65.900002,59.790001000000004,50.970001,,25.48,101.870003,66.129997,60.029999,49.950001,,25.01,100.739998,65.82,59.650002,50.560001,,25.389999,101.559998,66.029999,60.009997999999996,45.691669,,20.261395,81.42311099999999,52.739429,50.206261,7301300,,62687000,4844500,10386800,5911400
2012-01-19,50.709998999999996,,25.52,101.769997,65.959999,59.93,51.0,,25.68,101.800003,66.25,60.73,50.459998999999996,,25.370001000000002,100.699997,65.41999799999999,59.75,50.950001,,25.629998999999998,101.260002,66.08000200000001,60.610001000000004,46.044117,,20.452919,81.182602,52.779388,50.708237,6423200,,64946300,4763300,9346600,9234600
2012-01-20,49.130001,,25.870001000000002,101.389999,65.629997,60.75,50.080002,,26.469998999999998,102.220001,66.25,61.25,48.84,,25.5,101.269997,65.449997,60.669998,50.040001000000004,,26.379998999999998,101.739998,66.230003,61.009997999999996,45.221733,,21.05142,81.567421,52.899189,51.042889,12745800,,101272500,5630400,12190100,10378800
2012-01-23,50.02,,26.35,101.709999,65.910004,60.810001,50.639998999999996,,26.889999,101.889999,65.940002,60.98,49.240002000000004,,26.34,100.040001,64.779999,60.509997999999996,49.439999,,26.709999,100.949997,65.0,60.91,44.679516,,21.314766,80.93405200000001,51.916756,50.959221,7326800,,69663500,6059700,14828100,7134100
2012-01-24,49.099998,,26.700001,101.019997,64.639999,60.75,49.599998,,26.98,101.019997,64.75,62.0,48.900002,,26.610001,98.410004,64.040001,60.75,49.23,,26.9,98.75,64.5,61.389998999999996,44.489734999999996,,21.466387,79.170288,51.517403,51.360813,5475800,,56220400,11654100,9742400,7362800
2012-01-25,49.400002,,26.84,98.410004,64.379997,61.18,50.5,,26.950001,99.510002,65.150002,61.610001000000004,49.25,,26.5,98.050003,64.18,61.040001000000004,50.169998,,26.9,99.230003,64.980003,61.470001,45.339222,,21.466387,79.555099,51.900795,51.427741999999995,6667400,,54757900,7544000,10913100,5915800
2012-01-26,50.369999,,26.950001,99.540001,65.099998,61.799999,50.68,,27.0,99.709999,65.379997,61.84,49.720001,,26.6,98.690002,64.730003,60.77,49.98,,26.75,99.18,64.800003,60.970001,45.167519,,21.346684,79.515022,51.757019,51.009426,6221000,,61678200,4607100,11932100,7436200
2012-01-27,49.669998,,26.66,98.57,64.309998,60.860001000000004,50.279999,,26.84,98.940002,64.970001,61.119999,49.669998,,26.59,98.349998,63.66,60.540001000000004,49.849998,,26.73,98.690002,64.300003,60.709998999999996,45.05003,,21.330725,79.12217700000001,51.357658,50.791897,5398100,,50587400,5135000,10979900,6287300
2012-01-30,49.43,,26.51,98.040001,63.799999,60.470001,49.459998999999996,,26.799999,98.809998,63.799999,61.32,48.900002,,26.27,97.699997,63.029999,60.349998,49.119999,,26.74,98.690002,63.209998999999996,61.299999,44.390324,,21.338707,79.12217700000001,50.487049,51.285511,5490100,,60694100,6104900,12492000,7636900
2012-01-31,49.5,,26.790001,99.040001,63.419998,61.529999,50.189999,,26.799999,99.260002,63.549999,61.57,49.169998,,26.280001000000002,98.25,62.700001,60.580002,50.139998999999996,,26.42,99.050003,63.040001000000004,61.360001000000004,45.312111,,21.083345,79.41078900000001,50.351269,51.335712,6896300,,45325300,6574200,11358600,9761500
2012-02-01,50.369999,,26.74,99.459999,63.419998,61.790001000000004,50.939999,,26.84,99.489998,63.700001,62.630001,50.27,,26.51,98.360001,63.189999,61.790001000000004,50.619999,,26.549999,98.400002,63.209998999999996,62.18,45.745884000000004,,21.187077,78.889664,50.487049,52.021755,6105800,,46330600,6141300,12900500,12130600
2012-02-02,50.720001,,26.59,98.260002,63.349998,62.400002,51.43,,26.74,98.82,63.630001,62.470001,50.599998,,26.459999,98.260002,63.25,61.82,51.16,,26.49,98.620003,63.32,61.939999,46.233902,,21.1392,79.06603199999999,50.574905,51.820953,6457200,,34780300,3984000,12613100,6211300
2012-02-03,51.849998,,26.67,99.18,63.360001000000004,62.32,52.450001,,26.950001,100.269997,63.860001000000004,62.43,51.779999,,26.58,99.040001,62.560001,61.700001,52.25,,26.74,100.010002,62.77,62.029999,47.218941,,21.509222,80.180435,50.135616,51.896259,8171900,,42191600,5600900,17440500,7727200
2012-02-06,51.880001,,26.549999,99.959999,62.860001000000004,61.849998,52.119999,,26.73,100.0,63.610001000000004,61.98,51.360001000000004,,26.360001,99.339996,62.779999,61.700001,51.810001,,26.719998999999998,99.489998,63.509997999999996,61.880001,46.821308,,21.493134,79.76355699999999,50.726662,51.770759999999996,5664300,,36772600,3486600,9851200,5480600
2012-02-07,51.529999,,26.629998999999998,99.57,63.560001,61.619999,52.610001000000004,,26.74,101.18,63.91,61.900002,51.529999,,26.43,99.559998,63.369999,61.619999,52.130001,,26.639999,100.910004,63.700001,61.689999,47.1105,,21.42878,80.902,50.878426,51.611813,5944800,,33101300,6029900,8901600,6084400
2012-02-08,51.84,,26.66,101.120003,63.720001,61.91,52.09,,26.99,101.290001,63.779999,62.02,51.419998,,26.610001,99.599998,63.439999,61.23,51.639998999999996,,26.85,100.050003,63.639998999999996,61.619999,46.667679,,21.597701999999998,80.212509,50.830502,51.553234,6073300,,37072100,5433600,8174800,7260000
2012-02-09,51.849998,,26.91,100.059998,63.84,61.580002,52.599998,,27.0,100.459999,64.099998,62.16,51.830002,,26.790001,99.699997,63.529999,61.580002,52.310001,,26.860001,99.989998,64.040001,61.959998999999996,47.273163000000004,,21.605749,80.164413,51.149994,51.837692,7259300,,35754200,3608800,9152000,6453100
2012-02-10,51.82,,26.74,99.519997,63.599998,61.68,52.200001,,26.790001,99.660004,63.98,61.91,51.529999,,26.450001,98.940002,63.549999,61.380001,51.810001,,26.700001,99.470001,63.880001,61.900002,46.821308,,21.477047,79.747528,51.022197999999996,51.787490999999996,4077400,,33616000,3874700,8295500,5501000
