Date,AAPL,FB
2018-03-07,175.029999,183.71000700000002
2018-03-08,176.940002,182.33999599999999
2018-03-09,179.979996,185.229996
2018-03-12,181.720001,184.759995
2018-03-13,179.970001,181.880005
2018-03-14,178.440002,184.190002
2018-03-15,178.649994,183.860001
2018-03-16,178.020004,185.08999599999999
2018-03-19,175.300003,172.559998
2018-03-20,175.240005,168.149994
2018-03-21,171.270004,169.389999
2018-03-22,168.850006,164.889999
2018-03-23,164.940002,159.389999
2018-03-26,172.770004,160.059998
2018-03-27,168.33999599999999,152.220001
2018-03-28,166.479996,153.029999
2018-03-29,167.779999,159.78999299999998
2018-04-02,166.679993,155.389999
2018-04-03,168.389999,156.110001
2018-04-04,171.610001,155.100006
2018-04-05,172.800003,159.33999599999999
2018-04-06,168.380005,157.199997
2018-04-09,170.050003,157.929993
2018-04-10,173.25,165.03999299999998
2018-04-11,172.440002,166.320007
2018-04-12,174.139999,163.869995
2018-04-13,174.729996,164.520004
2018-04-16,175.820007,164.830002
2018-04-17,178.240005,168.66000400000001
2018-04-18,177.83999599999999,166.360001
2018-04-19,172.800003,168.100006
2018-04-20,165.720001,166.279999
2018-04-23,165.240005,165.83999599999999
2018-04-24,162.940002,159.690002
2018-04-25,163.649994,159.690002
2018-04-26,164.220001,174.16000400000001
2018-04-27,162.320007,173.58999599999999
2018-04-30,165.259995,172.0
2018-05-01,169.100006,173.860001
2018-05-02,176.570007,176.070007
2018-05-03,176.889999,174.020004
2018-05-04,183.830002,176.610001
2018-05-07,185.16000400000001,177.970001
2018-05-08,186.050003,178.919998
2018-05-09,187.360001,182.66000400000001
2018-05-10,190.03999299999998,185.529999
2018-05-11,188.58999599999999,186.990005
2018-05-14,188.149994,186.639999
2018-05-15,186.440002,184.320007
2018-05-16,188.179993,183.199997
2018-05-17,186.990005,183.759995
2018-05-18,186.309998,182.679993
2018-05-21,187.630005,184.490005
2018-05-22,187.16000400000001,183.800003
2018-05-23,188.360001,186.899994
2018-05-24,188.149994,185.929993
2018-05-25,188.580002,184.919998
2018-05-29,187.899994,185.740005
2018-05-30,187.5,187.669998
2018-05-31,186.869995,191.779999
2018-06-01,190.240005,193.990005
2018-06-04,191.830002,193.279999
2018-06-05,193.309998,192.940002
2018-06-06,193.979996,191.33999599999999
2018-06-07,193.46000700000002,188.179993
2018-06-08,191.699997,189.100006
2018-06-11,191.229996,191.53999299999998
2018-06-12,192.279999,192.399994
2018-06-13,190.699997,192.41000400000001
2018-06-14,190.800003,196.809998
2018-06-15,188.83999599999999,195.850006
2018-06-18,188.740005,198.309998
2018-06-19,185.690002,197.490005
2018-06-20,186.5,202.0
2018-06-21,185.46000700000002,201.5
2018-06-22,184.919998,201.740005
2018-06-25,182.169998,196.350006
2018-06-26,184.429993,199.0
2018-06-27,184.16000400000001,195.83999599999999
2018-06-28,185.5,196.229996
2018-06-29,185.110001,194.320007
2018-07-02,187.179993,197.360001
2018-07-03,183.919998,192.729996
2018-07-05,185.399994,198.449997
2018-07-06,187.970001,203.229996
2018-07-09,190.580002,204.740005
2018-07-10,190.350006,203.53999299999998
2018-07-11,187.880005,202.53999299999998
2018-07-12,191.029999,206.919998
2018-07-13,191.330002,207.320007
2018-07-16,190.91000400000001,207.229996
2018-07-17,191.449997,209.99000499999997
2018-07-18,190.399994,209.360001
2018-07-19,191.880005,208.08999599999999
2018-07-20,191.440002,209.940002
2018-07-23,191.610001,210.91000400000001
2018-07-24,193.0,214.669998
2018-07-25,194.820007,217.5
2018-07-26,194.21000700000002,176.259995
2018-07-27,190.979996,174.889999
2018-07-30,189.91000400000001,171.059998
2018-07-31,190.28999299999998,172.580002
2018-08-01,201.5,171.649994
2018-08-02,207.389999,176.369995
2018-08-03,207.990005,177.779999
2018-08-06,209.070007,185.690002
2018-08-07,207.110001,183.809998
2018-08-08,207.25,185.179993
2018-08-09,208.880005,183.08999599999999
2018-08-10,207.529999,180.259995
2018-08-13,208.869995,180.050003
2018-08-14,209.75,181.110001
2018-08-15,210.24000499999997,179.529999
2018-08-16,213.32000699999998,174.699997
2018-08-17,217.580002,173.800003
2018-08-20,215.460007,172.5
2018-08-21,215.039993,172.619995
2018-08-22,215.05000299999998,173.639999
2018-08-23,215.49000499999997,172.899994
2018-08-24,216.16000400000001,174.649994
2018-08-27,217.940002,177.46000700000002
2018-08-28,219.69999700000002,176.259995
2018-08-29,222.979996,175.899994
2018-08-30,225.02999900000003,177.639999
2018-08-31,227.63000499999998,175.729996
2018-09-04,228.36000099999998,171.16000400000001
2018-09-05,226.86999500000002,167.179993
2018-09-06,223.100006,162.529999
2018-09-07,221.30000299999998,163.03999299999998
2018-09-10,218.330002,164.179993
2018-09-11,223.850006,165.940002
2018-09-12,221.07000699999998,162.0
2018-09-13,226.41000400000001,161.360001
2018-09-14,223.83999599999999,162.320007
2018-09-17,217.88000499999998,160.580002
2018-09-18,218.24000499999997,160.300003
2018-09-19,218.36999500000002,163.059998
2018-09-20,220.02999900000003,166.020004
2018-09-21,217.66000400000001,162.929993
2018-09-24,220.789993,165.41000400000001
2018-09-25,222.190002,164.91000400000001
2018-09-26,220.419998,166.949997
2018-09-27,224.94999700000002,168.83999599999999
2018-09-28,225.74000499999997,164.46000700000002
2018-10-01,227.25999500000003,162.440002
2018-10-02,229.27999900000003,159.330002
2018-10-03,232.07000699999998,162.429993
2018-10-04,227.99000499999997,158.850006
2018-10-05,224.289993,157.330002
2018-10-08,223.770004,157.25
2018-10-09,226.86999500000002,157.899994
2018-10-10,216.36000099999998,151.380005
2018-10-11,214.44999700000002,153.350006
2018-10-12,222.11000099999998,153.740005
2018-10-15,217.36000099999998,153.520004
2018-10-16,222.149994,158.779999
2018-10-17,221.190002,159.419998
2018-10-18,216.020004,154.919998
2018-10-19,219.309998,154.050003
2018-10-22,220.649994,154.779999
2018-10-23,222.729996,154.389999
2018-10-24,215.08999599999999,146.03999299999998
2018-10-25,219.80000299999998,150.949997
2018-10-26,216.30000299999998,145.369995
2018-10-29,212.24000499999997,142.08999599999999
2018-10-30,213.30000299999998,146.220001
2018-10-31,218.86000099999998,151.78999299999998
2018-11-01,222.22000099999997,151.75
2018-11-02,207.479996,150.350006
2018-11-05,201.58999599999999,148.679993
2018-11-06,203.770004,149.940002
2018-11-07,209.94999700000002,151.529999
2018-11-08,208.490005,147.869995
2018-11-09,204.470001,144.96000700000002
2018-11-12,194.169998,141.550003
2018-11-13,192.229996,142.16000400000001
2018-11-14,186.800003,144.220001
2018-11-15,191.41000400000001,143.850006
2018-11-16,193.529999,139.529999
2018-11-19,185.860001,131.550003
2018-11-20,176.979996,132.429993
2018-11-21,176.779999,134.820007
2018-11-23,172.28999299999998,131.729996
2018-11-26,174.619995,136.380005
2018-11-27,174.240005,135.0
2018-11-28,180.940002,136.759995
2018-11-29,179.550003,138.679993
2018-11-30,178.580002,140.610001
2018-12-03,184.820007,141.08999599999999
2018-12-04,176.690002,137.929993
2018-12-06,174.720001,139.630005
2018-12-07,168.490005,137.419998
2018-12-10,169.600006,141.850006
2018-12-11,168.630005,142.080002
2018-12-12,169.100006,144.5
2018-12-13,170.949997,145.009995
2018-12-14,165.479996,144.059998
2018-12-17,163.940002,140.190002
2018-12-18,166.070007,143.66000400000001
2018-12-19,160.889999,133.240005
2018-12-20,156.830002,133.399994
2018-12-21,150.729996,124.949997
2018-12-24,146.830002,124.059998
2018-12-26,157.169998,134.179993
2018-12-27,156.149994,134.520004
2018-12-28,156.229996,133.199997
